Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
SRR19646177_1	45.388765551570806	54.0	309.69133413028214	312	20.0	158103.0
SRR19646177_2	53.85033807075135	53.0	257.54478409644344	258	30.0	158103.0
SRR19646178_1	62.51251390099588	54.0	325.4717813879237	337	30.0	351417.0
SRR19646178_2	76.11128659114385	53.0	258.1550010386521	259	20.0	351417.0
SRR19646179_1	59.17850203091319	54.0	339.6003017806671	347	30.0	496387.0
SRR19646179_2	68.21099542349302	53.0	257.5002286522411	258	30.0	496387.0
SRR19646180_1	73.45028920818862	55.0	331.49732162554045	342	30.0	530359.0
SRR19646180_2	84.07625778010744	53.0	258.07204365344984	259	20.0	530359.0
