Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
SRR19646177_1	SRR19646177_1.trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	158103.0	48.9 Mbp	0.0	250-350	54.0	54.611234448429194	309.69133413028214	312	pass	pass	pass	fail	fail	pass	warn	warn	pass	pass
SRR19646177_2	SRR19646177_2.trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	158103.0	40.7 Mbp	0.0	250-260	53.0	46.14966192924865	257.54478409644344	258	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
SRR19646178_1	SRR19646178_1.trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	351417.0	114.5 Mbp	0.0	250-350	54.0	37.48748609900412	325.4717813879237	337	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
SRR19646178_2	SRR19646178_2.trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	351417.0	90.7 Mbp	0.0	250-260	53.0	23.888713408856148	258.1550010386521	259	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
SRR19646179_1	SRR19646179_1.trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	496387.0	168.8 Mbp	0.0	250-350	54.0	40.82149796908681	339.6003017806671	347	pass	pass	pass	fail	fail	pass	warn	fail	pass	pass
SRR19646179_2	SRR19646179_2.trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	496387.0	127.8 Mbp	0.0	250-260	53.0	31.789004576506976	257.5002286522411	258	pass	pass	pass	fail	fail	pass	warn	fail	pass	pass
SRR19646180_1	SRR19646180_1.trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	530359.0	176 Mbp	0.0	250-350	55.0	26.549710791811382	331.49732162554045	342	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
SRR19646180_2	SRR19646180_2.trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	530359.0	136.8 Mbp	0.0	250-260	53.0	15.923742219892564	258.07204365344984	259	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
