Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
ERR4588276_2.pr	(1.0, 2.247891023590227)	(2.0, 1.0338614895014229)	(3.0, 0.7577160753674923)	(4.0, 0.552290828267861)	(5.0, 0.4967249827409116)	(6.0, 0.35360083517149643)	(7.0, 0.3064540571486302)	(8.0, 0.26941016013066393)	(9.0, 0.21216050110289786)	('>10', 2.0138409469767127)	('>50', 1.3352641061476032)	('>100', 11.921399585781879)	('>500', 6.571924093687382)	('>1k', 63.38884305174359)	('>5k', 8.538618262641231)	('>10k+', 0.0)
ERR4588277_1.pr	(1.0, 3.06169017997103)	(2.0, 1.3770660952040796)	(3.0, 0.9464849098160606)	(4.0, 0.8651308609639462)	(5.0, 0.7143282338234419)	(6.0, 0.4166914697303411)	(7.0, 0.33335317578427287)	(8.0, 0.2698573327777447)	(9.0, 0.35716411691172095)	('>10', 4.403039863483937)	('>50', 1.831458221719547)	('>100', 13.099986110284343)	('>500', 20.378197114907636)	('>1k', 26.330932396769647)	('>5k', 25.614619917852256)	('>10k+', 0.0)
ERR4588277_2.pr	(1.0, 3.400996091037165)	(2.0, 1.488183820465504)	(3.0, 1.1310197035537828)	(4.0, 1.0635553703593468)	(5.0, 0.783776812111832)	(6.0, 0.47621882254896125)	(7.0, 0.2916840288112388)	(8.0, 0.3492271365359049)	(9.0, 0.4643133519852372)	('>10', 5.012203107327817)	('>50', 1.8810643490683967)	('>100', 14.413556362481895)	('>500', 19.263051372105483)	('>1k', 36.020001190547056)	('>5k', 13.96114848106038)	('>10k+', 0.0)
ERR4588278_1.pr	(1.0, 2.0069441372904597)	(2.0, 0.9796983502145162)	(3.0, 0.7696050245477465)	(4.0, 0.5661462249546642)	(5.0, 0.4644168251581229)	(6.0, 0.41797514264231056)	(7.0, 0.41023486222300853)	(8.0, 0.24768897341766552)	(9.0, 0.2886018842054049)	('>10', 3.717546109956212)	('>50', 0.9144588438232562)	('>100', 7.077933566278915)	('>500', 9.21425096200628)	('>1k', 39.053031978415675)	('>5k', 33.87146711486576)	('>10k+', 0.0)
ERR4588278_2.pr	(1.0, 2.2170374629572294)	(2.0, 1.0681586978636826)	(3.0, 0.8757574417267459)	(4.0, 0.7032597638108717)	(5.0, 0.5473484010792162)	(6.0, 0.4776858773054978)	(7.0, 0.4257154230616126)	(8.0, 0.2830731124773321)	(9.0, 0.3980715644212482)	('>10', 3.7993719315316907)	('>50', 1.0792162413198283)	('>100', 7.232739174664957)	('>500', 7.814365960458225)	('>1k', 34.03954177539918)	('>5k', 39.03865717192269)	('>10k+', 0.0)
ERR4588279_1.pr	(1.0, 2.3062000158365668)	(2.0, 1.0887639559743447)	(3.0, 0.6710745110460052)	(4.0, 0.585952965397102)	(5.0, 0.4750969989706232)	(6.0, 0.36820017420223294)	(7.0, 0.30485390767281656)	(8.0, 0.3642410325441444)	(9.0, 0.4275872990735608)	('>10', 4.269934278248476)	('>50', 1.819225591891678)	('>100', 13.128513738221553)	('>500', 19.522527516034526)	('>1k', 54.667828014886375)	('>5k', 0.0)	('>10k+', 0.0)
ERR4588279_2.pr	(1.0, 2.7357668857391717)	(2.0, 1.2590070472721515)	(3.0, 0.789848760788661)	(4.0, 0.6492992319265183)	(5.0, 0.5047905614062871)	(6.0, 0.35632274922796736)	(7.0, 0.4157098740992953)	(8.0, 0.26922163275001976)	(9.0, 0.37413888668936574)	('>10', 4.262015994932298)	('>50', 1.8489191543273418)	('>100', 13.593712883046955)	('>500', 15.066513579855886)	('>1k', 57.87473275793808)	('>5k', 0.0)	('>10k+', 0.0)
ERR4588280_1.pr	(1.0, 1.206102763963527)	(2.0, 0.6170267747430374)	(3.0, 0.47463598057156714)	(4.0, 0.4050227034210706)	(5.0, 0.3533401188699445)	(6.0, 0.33224518640009704)	(7.0, 0.34332002594676697)	(8.0, 0.2404822301562607)	(9.0, 0.26104978931436196)	('>10', 3.4268717797267154)	('>50', 1.0547466234923717)	('>100', 2.040407343145993)	('>500', 4.97471244970177)	('>1k', 32.158169803658915)	('>5k', 13.112610023257162)	('>10k+', 38.99925640363044)
ERR4588280_2.pr	(1.0, 1.589503161603004)	(2.0, 0.7646913020319693)	(3.0, 0.564816816880165)	(4.0, 0.4640885143366435)	(5.0, 0.41398804972075587)	(6.0, 0.3132597471772343)	(7.0, 0.34332002594676697)	(8.0, 0.2826720950959556)	(9.0, 0.2847815883429403)	('>10', 4.183125108770745)	('>50', 1.1285788871368374)	('>100', 2.2771979601200303)	('>500', 4.891387466445873)	('>1k', 31.179364937057997)	('>5k', 12.573107125340815)	('>10k+', 38.74611721399227)
ERR4588281_1.pr	(1.0, 2.703791491394898)	(2.0, 1.2347876596183214)	(3.0, 0.7251332690019581)	(4.0, 0.543381519407152)	(5.0, 0.44969505054384995)	(6.0, 0.4553162386756481)	(7.0, 0.406599274866731)	(8.0, 0.3822407929622725)	(9.0, 0.3035441591170987)	('>10', 4.512877205145261)	('>50', 2.578251623118073)	('>100', 16.854195748508044)	('>500', 11.070930025576406)	('>1k', 46.128406674224046)	('>5k', 0.0)	('>10k+', 11.650849267840247)
ERR4588281_2.pr	(1.0, 3.669698985375542)	(2.0, 1.4352767029857878)	(3.0, 0.952791388339782)	(4.0, 0.7457442921518844)	(5.0, 0.6417523117136192)	(6.0, 0.6183306944977937)	(7.0, 0.3869251164054376)	(8.0, 0.3972306279804008)	(9.0, 0.40472554548946493)	('>10', 4.9859938729049365)	('>50', 2.5969889168907336)	('>100', 17.946579975454142)	('>500', 10.496631971444364)	('>1k', 43.387140595283824)	('>5k', 0.0)	('>10k+', 11.334189003082285)
ERR4588282_1.pr	(1.0, 3.410459747038747)	(2.0, 1.3852640032122063)	(3.0, 0.948604697851837)	(4.0, 0.6324031319012247)	(5.0, 0.6148363782373018)	(6.0, 0.7528608713109818)	(7.0, 0.4918691025898414)	(8.0, 0.46175466773740215)	(9.0, 0.451716522786589)	('>10', 8.620256976510742)	('>50', 3.4380646456534834)	('>100', 11.67938165027103)	('>500', 13.486247741417387)	('>1k', 39.316904236097166)	('>5k', 14.30937562738406)	('>10k+', 0.0)
ERR4588282_2.pr	(1.0, 4.143244328448103)	(2.0, 1.6010841196546877)	(3.0, 1.0916482634009235)	(4.0, 0.8231278859666733)	(5.0, 0.6650271029913672)	(6.0, 0.6625175667536639)	(7.0, 0.6675366392290705)	(8.0, 0.6022886970487854)	(9.0, 0.40654487050793015)	('>10', 9.104597470387473)	('>50', 4.160811082112026)	('>100', 10.986749648664928)	('>500', 13.207689219032323)	('>1k', 38.35073278458141)	('>5k', 13.526400321220638)	('>10k+', 0.0)
ERR4588283_1.pr	(1.0, 2.639569456015731)	(2.0, 1.0968921389396709)	(3.0, 0.7261283813931083)	(4.0, 0.5701627964826799)	(5.0, 0.5231756962185256)	(6.0, 0.32219725895420137)	(7.0, 0.3897165374850451)	(8.0, 0.31903846229778765)	(9.0, 0.2949526377926329)	('>10', 5.580409143136922)	('>50', 2.102574024425395)	('>100', 13.290242082278755)	('>500', 13.796439246469058)	('>1k', 35.493818629792976)	('>5k', 18.3928832311331)	('>10k+', 4.461800277184406)
ERR4588283_2.pr	(1.0, 3.3901785114960457)	(2.0, 1.3590722614220114)	(3.0, 0.8884115596163641)	(4.0, 0.6364975262673684)	(5.0, 0.6159653480006791)	(6.0, 0.5306778382775081)	(7.0, 0.41459206115430325)	(8.0, 0.36642041214399373)	(9.0, 0.33404274641575293)	('>10', 6.0210612767066385)	('>50', 1.944634191604708)	('>100', 13.886070101594797)	('>500', 12.78049127184999)	('>1k', 34.03919276951445)	('>5k', 18.300093579350946)	('>10k+', 4.492598544584441)
ERR4588284_1.pr	(1.0, 1.1888646930728033)	(2.0, 0.5179212524277559)	(3.0, 0.4041355227277186)	(4.0, 0.29819708473113216)	(5.0, 0.23868845597996324)	(6.0, 0.24718968865870167)	(7.0, 0.20599140721558473)	(8.0, 0.22495569549892427)	(9.0, 0.22953328232593728)	('>10', 4.229036287184719)	('>50', 1.744714522067238)	('>100', 3.8569438722460907)	('>500', 3.063713469222268)	('>1k', 13.654941504979762)	('>5k', 12.575284954779981)	('>10k+', 57.31988830688142)
ERR4588284_2.pr	(1.0, 1.5007945382849743)	(2.0, 0.5911626416599637)	(3.0, 0.4845702626880897)	(4.0, 0.37667000176564064)	(5.0, 0.25176727548571465)	(6.0, 0.3021207305828576)	(7.0, 0.2426121018316887)	(8.0, 0.20926111209202258)	(9.0, 0.24718968865870167)	('>10', 4.706413199144645)	('>50', 1.827111084953472)	('>100', 4.409523996364088)	('>500', 3.912528855145535)	('>1k', 18.961018578463108)	('>5k', 5.464984730478227)	('>10k+', 56.51227120240128)
ERR4588285_1.pr	(1.0, 1.9147189491983776)	(2.0, 0.9706393664284335)	(3.0, 0.6519219625265598)	(4.0, 0.5601699826154143)	(5.0, 0.49497778636275835)	(6.0, 0.26076878501062395)	(7.0, 0.3549352907089047)	(8.0, 0.27042688815916555)	(9.0, 0.3259609812632799)	('>10', 3.7135406606142554)	('>50', 1.3521344407958278)	('>100', 7.666119374154916)	('>500', 5.266080741742321)	('>1k', 46.561715279119184)	('>5k', 0.0)	('>10k+', 29.63588951129998)
ERR4588285_2.pr	(1.0, 2.4917906123237397)	(2.0, 1.1831176356963493)	(3.0, 0.8692292833687464)	(4.0, 0.5215375700212479)	(5.0, 0.48290515742708134)	(6.0, 0.5649990341896851)	(7.0, 0.3718369712188526)	(8.0, 0.3283755070504153)	(9.0, 0.23903805292640523)	('>10', 4.194031292254201)	('>50', 0.9706393664284335)	('>100', 7.912401004442728)	('>500', 8.919258257678193)	('>1k', 41.433262507243576)	('>5k', 0.0)	('>10k+', 29.517577747730346)
ERR4588286_1.pr	(1.0, 4.51559934318555)	(2.0, 2.2441160372194857)	(3.0, 1.6420361247947455)	(4.0, 1.4230979748221126)	(5.0, 0.6841817186644773)	(6.0, 0.8210180623973727)	(7.0, 1.1494252873563218)	(8.0, 0.0)	(9.0, 0.24630541871921183)	('>10', 4.406130268199234)	('>50', 2.4630541871921183)	('>100', 9.414340448823207)	('>500', 41.078270388615216)	('>1k', 29.912424740010945)	('>5k', 0.0)	('>10k+', 0.0)
ERR4588286_2.pr	(1.0, 4.597701149425287)	(2.0, 1.9704433497536946)	(3.0, 1.3957307060755337)	(4.0, 1.20415982484948)	(5.0, 0.5473453749315819)	(6.0, 0.49261083743842365)	(7.0, 0.0)	(8.0, 0.4378762999452655)	(9.0, 0.7389162561576355)	('>10', 3.8314176245210727)	('>50', 2.10727969348659)	('>100', 22.33169129720854)	('>500', 0.0)	('>1k', 60.3448275862069)	('>5k', 0.0)	('>10k+', 0.0)
ERR4588287_1.pr	(1.0, 3.14533622559653)	(2.0, 0.6507592190889371)	(3.0, 0.6507592190889371)	(4.0, 0.21691973969631237)	(5.0, 0.0)	(6.0, 0.6507592190889371)	(7.0, 0.3796095444685466)	(8.0, 0.43383947939262474)	(9.0, 0.0)	('>10', 6.887201735357918)	('>50', 0.0)	('>100', 25.0)	('>500', 0.0)	('>1k', 61.984815618221255)	('>5k', 0.0)	('>10k+', 0.0)
ERR4588287_2.pr	(1.0, 4.0130151843817785)	(2.0, 0.7592190889370932)	(3.0, 0.32537960954446854)	(4.0, 0.21691973969631237)	(5.0, 0.5422993492407809)	(6.0, 0.32537960954446854)	(7.0, 0.3796095444685466)	(8.0, 0.43383947939262474)	(9.0, 0.4880694143167028)	('>10', 4.8806941431670285)	('>50', 0.0)	('>100', 24.566160520607376)	('>500', 0.0)	('>1k', 63.06941431670282)	('>5k', 0.0)	('>10k+', 0.0)
