Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
ERR4588279_1	(1.0, 7.883739198743127)	(2.0, 2.3453260015710917)	(3.0, 1.3536527886881382)	(4.0, 0.9979575805184604)	(5.0, 0.807541241162608)	(6.0, 0.614611154752553)	(7.0, 0.6114689709347997)	(8.0, 0.48263943440691276)	(9.0, 0.40157109190887663)	('>10', 7.00267085624509)	('>50', 4.090494893951297)	('>100', 17.923016496465046)	('>500', 10.761351139041633)	('>1k', 32.63597800471327)	('>5k', 12.087981146897093)	('>10k+', 0.0)
ERR4588279_2	(1.0, 9.092851531814611)	(2.0, 2.5451688923802043)	(3.0, 1.5440691280439904)	(4.0, 1.0507462686567164)	(5.0, 0.8389630793401415)	(6.0, 0.6900235663786332)	(7.0, 0.5762765121759623)	(8.0, 0.4625294579732915)	(9.0, 0.44116260801256874)	('>10', 6.94611154752553)	('>50', 4.129457973291437)	('>100', 18.47415553809898)	('>500', 11.497250589159465)	('>1k', 29.511390416339356)	('>5k', 12.199842890809112)	('>10k+', 0.0)
ERR4588280_1	(1.0, 6.601800993409081)	(2.0, 2.021304556724261)	(3.0, 1.2264433644659547)	(4.0, 0.9053515854534375)	(5.0, 0.7399508150340595)	(6.0, 0.5986570394936191)	(7.0, 0.5203093061370717)	(8.0, 0.4861577300585766)	(9.0, 0.43844596936067914)	('>10', 6.410786540930831)	('>50', 3.348528552559108)	('>100', 9.9099838114833)	('>500', 7.049119676162702)	('>1k', 19.63112949641492)	('>5k', 12.833793988987791)	('>10k+', 27.278236573324605)
ERR4588280_2	(1.0, 7.2836606471723675)	(2.0, 2.0748756564552338)	(3.0, 1.297759890982812)	(4.0, 0.9388335227852954)	(5.0, 0.7432990087672453)	(6.0, 0.6247729506124683)	(7.0, 0.5718714896281328)	(8.0, 0.4299080753410554)	(9.0, 0.4565262155198824)	('>10', 6.44410106857603)	('>50', 3.2551139474032245)	('>100', 9.873488499791575)	('>500', 5.940532731104888)	('>1k', 19.113833564637716)	('>5k', 14.115147730677993)	('>10k+', 26.83627500054408)
ERR4588281_1	(1.0, 8.999726627624472)	(2.0, 2.5774009602685983)	(3.0, 1.5559123514259643)	(4.0, 1.1181315190648353)	(5.0, 0.9914561506859336)	(6.0, 0.7115382394048954)	(7.0, 0.6064246358564449)	(8.0, 0.5359638686426484)	(9.0, 0.5232578286532753)	('>10', 8.658203673970714)	('>50', 4.2884810121708465)	('>100', 15.226071253932133)	('>500', 7.759155086843858)	('>1k', 23.37064288712031)	('>5k', 17.231315383164112)	('>10k+', 5.846318521170958)
ERR4588281_2	(1.0, 9.988102526191769)	(2.0, 2.712932053488578)	(3.0, 1.6159772677393645)	(4.0, 1.1520142923698304)	(5.0, 0.8990485871268563)	(6.0, 0.7993254247860188)	(7.0, 0.5713867680069613)	(8.0, 0.5113218516935611)	(9.0, 0.4296951705497095)	('>10', 8.560020637689195)	('>50', 4.399755119956569)	('>100', 14.82486841547981)	('>500', 11.579822808496875)	('>1k', 21.145930794435525)	('>5k', 15.037020780150856)	('>10k+', 5.772777501838525)
ERR4588282_1	(1.0, 8.205318720782637)	(2.0, 2.626544069843039)	(3.0, 1.56775332033064)	(4.0, 1.2185381257546206)	(5.0, 0.885421503978205)	(6.0, 0.6910002786291446)	(7.0, 0.602458128231324)	(8.0, 0.4606668524194298)	(9.0, 0.5071050431875174)	('>10', 8.635645955233585)	('>50', 4.553419398780224)	('>100', 16.697935048450514)	('>500', 11.492523451286338)	('>1k', 28.143401133091857)	('>5k', 13.71226897000093)	('>10k+', 0.0)
ERR4588282_2	(1.0, 9.3402681031547)	(2.0, 2.7454258382093433)	(3.0, 1.7014953097427326)	(4.0, 1.2680721959072474)	(5.0, 0.9318596947462926)	(6.0, 0.809882046995449)	(7.0, 0.6284635150614533)	(8.0, 0.53496795764837)	(9.0, 0.5182502089718585)	('>10', 7.807807807807808)	('>50', 4.577567257979629)	('>100', 17.33444784991177)	('>500', 10.376768521098418)	('>1k', 24.29026965109439)	('>5k', 17.134454041670537)	('>10k+', 0.0)
ERR4588283_1	(1.0, 7.379779701591847)	(2.0, 2.251585700130906)	(3.0, 1.3890516175226193)	(4.0, 1.0050120419188961)	(5.0, 0.7810974419058777)	(6.0, 0.6396320163162577)	(7.0, 0.5609436814279618)	(8.0, 0.4790730977022717)	(9.0, 0.40486884072121326)	('>10', 7.485372503923568)	('>50', 4.224290683966529)	('>100', 13.073401462387988)	('>500', 7.565362667881708)	('>1k', 21.92497125127471)	('>5k', 10.775383858766011)	('>10k+', 20.060173432561637)
ERR4588283_2	(1.0, 8.12919930279821)	(2.0, 2.222945460594357)	(3.0, 1.3821085291501227)	(4.0, 0.9674036465678724)	(5.0, 0.7941157326043091)	(6.0, 0.6283494977109506)	(7.0, 0.5741066198008201)	(8.0, 0.5091598139830906)	(9.0, 0.42049078955933084)	('>10', 7.311939942285578)	('>50', 4.2701439967598915)	('>100', 12.592158649569313)	('>500', 6.855721177142775)	('>1k', 21.579552604742997)	('>5k', 9.623554427303695)	('>10k+', 22.139049809426687)
ERR4588284_1	(1.0, 4.874505797910974)	(2.0, 1.6421683331572072)	(3.0, 1.113118392117592)	(4.0, 0.834671054728321)	(5.0, 0.6776670138871417)	(6.0, 0.5706493022881326)	(7.0, 0.46849603212544216)	(8.0, 0.49919233498221127)	(9.0, 0.3774135597143734)	('>10', 5.974540519958468)	('>50', 3.119113396839455)	('>100', 9.629413432232461)	('>500', 6.630065938342367)	('>1k', 17.78943007197696)	('>5k', 8.574165119271072)	('>10k+', 37.22538970046783)
ERR4588284_2	(1.0, 5.661874353155094)	(2.0, 1.7817274805715888)	(3.0, 1.1669627266368425)	(4.0, 0.8615093523080097)	(5.0, 0.6785057106865069)	(6.0, 0.6078874401799508)	(7.0, 0.5506883184632391)	(8.0, 0.4522253142177559)	(9.0, 0.37288459699780097)	('>10', 6.16022799133794)	('>50', 3.1036813757311337)	('>100', 9.34442425980814)	('>500', 6.899790829018239)	('>1k', 20.467053473630532)	('>5k', 4.329688357043292)	('>10k+', 37.560868420213936)
ERR4588285_1	(1.0, 7.2611429832303624)	(2.0, 2.2804501323918798)	(3.0, 1.4199029126213591)	(4.0, 1.0194174757281553)	(5.0, 0.7447043248014121)	(6.0, 0.6520300088261253)	(7.0, 0.536738746690203)	(8.0, 0.45454545454545453)	(9.0, 0.39221094439541043)	('>10', 6.725507502206532)	('>50', 4.3352824360105915)	('>100', 15.519638128861429)	('>500', 6.235105913503972)	('>1k', 26.09609443954104)	('>5k', 12.837047661076786)	('>10k+', 13.490180935569285)
ERR4588285_2	(1.0, 8.110105913503972)	(2.0, 2.4437334510150044)	(3.0, 1.5043027360988526)	(4.0, 1.1231244483671667)	(5.0, 0.7667696381288615)	(6.0, 0.6619593998234775)	(7.0, 0.5328773168578994)	(8.0, 0.6134157105030892)	(9.0, 0.40214033539276256)	('>10', 7.024492497793469)	('>50', 3.299315975286849)	('>100', 15.538393645189764)	('>500', 6.412180052956752)	('>1k', 25.379523389232126)	('>5k', 12.769748455428068)	('>10k+', 13.417917034421889)
ERR4588286_1	(1.0, 7.196268189096985)	(2.0, 2.378333217294437)	(3.0, 1.437025691011627)	(4.0, 1.1418227389821067)	(5.0, 0.9608020608507971)	(6.0, 0.5096428322773794)	(7.0, 0.6530669080275708)	(8.0, 0.4344496275151431)	(9.0, 0.6015456380978904)	('>10', 7.271461393859221)	('>50', 4.235883868272645)	('>100', 11.900020887001322)	('>500', 1.7934971802548212)	('>1k', 18.969574601406393)	('>5k', 19.8886026596115)	('>10k+', 20.62800250644016)
ERR4588286_2	(1.0, 8.127828448095801)	(2.0, 2.4953004247023602)	(3.0, 1.608299101858943)	(4.0, 1.130683004943257)	(5.0, 0.85636705423658)	(6.0, 0.9608020608507971)	(7.0, 0.6335723734595836)	(8.0, 0.5012880317482421)	(9.0, 0.47622363016082997)	('>10', 7.203230522871267)	('>50', 4.046508389612198)	('>100', 11.83457494952308)	('>500', 2.33655921464875)	('>1k', 18.685511383415722)	('>5k', 19.126923344705148)	('>10k+', 19.976328065167444)
ERR4588287_1	(1.0, 4.469738571880252)	(2.0, 1.5742266154127766)	(3.0, 1.1382357346113525)	(4.0, 0.7388547750985972)	(5.0, 0.6739553691777744)	(6.0, 0.4592881034396685)	(7.0, 0.5241875093604912)	(8.0, 0.4792571514153063)	(9.0, 0.31451250561629474)	('>10', 6.0606060606060606)	('>50', 2.6375784201154877)	('>100', 12.289284941673738)	('>500', 2.9138169171118102)	('>1k', 11.224269049639725)	('>5k', 10.350623200705574)	('>10k+', 44.15156507413509)
ERR4588287_2	(1.0, 5.300118150200523)	(2.0, 1.6940409032666033)	(3.0, 1.0633518047027108)	(4.0, 0.9452016041801873)	(5.0, 0.6822758058342901)	(6.0, 0.668963107183865)	(7.0, 0.6173763999134675)	(8.0, 0.3727555622119049)	(9.0, 0.419350007488393)	('>10', 6.017339789992179)	('>50', 3.6726407401860452)	('>100', 10.558634117118466)	('>500', 3.0569284276038804)	('>1k', 11.76509743231325)	('>5k', 9.919624581898058)	('>10k+', 43.24630156590618)
