Sample	Top overrepresented sequence	Sum of remaining overrepresented sequences
SRR33022240_1	0.5353208070745276	93.81855973717713
SRR33022240_2	42.343769519673174	51.7573354101158
SRR33022241_1	0.5775606587547533	94.2793347497191
SRR33022241_2	40.948076376578214	53.21054981934316
SRR33022242_1	2.0081425587244746	93.05260689772769
SRR33022242_2	57.852027113441615	36.721874067442535
SRR33022243_1	1.1514518930107445	93.69106753139577
SRR33022243_2	92.26267579060257	4.012869427826814
SRR33022244_1	1.399394400009651	93.10798257995249
SRR33022244_2	50.1572308075873	43.8038595940952
SRR33022245_1	2.4617522099873255	94.62265170875784
SRR33022245_2	61.60568259452397	33.172467571900796
SRR33022246_1	1.2416902269427676	93.46297852831049
SRR33022246_2	92.10444206719136	4.09948804156798
SRR33022247_1	0.46811290437431696	88.06652652175394
SRR33022247_2	31.567280394056947	63.15654228031666
SRR33022248_1	0.3414706184693835	86.30222864415093
SRR33022248_2	30.48760006312537	64.08781665843817
SRR33022249_1	0.5706063972939404	89.65182036363571
SRR33022249_2	30.592176939443906	63.82030745856966
SRR33022250_1	1.0923284976641259	91.92894025079916
SRR33022250_2	28.623063683304643	66.14734447996065
SRR33022251_1	2.077597547569896	93.58880147690432
SRR33022251_2	91.57127324932972	4.694817819764026
SRR33022252_1	0.4634362111125078	84.53038542998289
SRR33022252_2	30.63114130060977	63.79552833862624
SRR33022253_1	0.24537575853549415	43.11879353843833
SRR33022253_2	31.498191199373952	63.80646063917618
SRR33022254_1	0.36911287915698393	86.52291586420108
SRR33022254_2	33.49565456952561	60.53655288874832
SRR33022255_1	0.6695671233534803	88.62876856697619
SRR33022255_2	26.555692671692928	67.7812106854506
SRR33022256_1	0.4924481455051574	94.78860115238767
SRR33022256_2	44.23570278542825	50.17663259829799
SRR33022257_1	0.3294410949146506	93.77419929278292
SRR33022257_2	49.17245414536111	45.757968912971585
SRR33022258_1	0.484243286578315	92.63726674432898
SRR33022258_2	54.94925439859693	39.58801707425062
SRR33022259_1	0.9076252303209495	93.96425204610698
SRR33022259_2	25.89477010755453	67.93343188927454
SRR33022260_1	0.8891951070821774	93.20063343878617
SRR33022260_2	46.41129512259349	47.57897242954076
SRR33022261_1	0.6437894985529502	94.45152817491062
SRR33022261_2	49.64718389866135	44.44093153178815
SRR33022262_1	1.2904430667216935	93.64277529413661
SRR33022262_2	56.44587493976626	38.01630979855991
SRR33022263_1	1.7477291237166976	93.8700040249357
SRR33022263_2	92.13096725062879	4.295532321367517
SRR33075535_1	15.311303877274455	65.18445607054025
SRR33075535_2	0.0	0.0
SRR33075536_1	16.536241508898534	62.80626592543401
SRR33075536_2	0.0	0.0
SRR33075537_1	13.931491528608117	65.18841956564512
SRR33075537_2	0.0	0.0
SRR33075538_1	10.437905458070404	65.52554756443715
SRR33075538_2	0.0	0.0
SRR33075539_1	7.670277076248837	67.89498375072613
SRR33075539_2	0.0	0.0
SRR33075540_1	9.71100775353422	67.92926498005639
SRR33075540_2	0.0	0.0
SRR33075541_1	2.530812046516251	68.40864476692185
SRR33075541_2	0.0	0.0
SRR33075542_1	2.865457308595546	67.80765535222167
SRR33075542_2	0.0	0.0
SRR33075543_1	2.872280238232597	63.76874604594641
SRR33075543_2	0.0	0.0
SRR33075544_1	4.0805648402922685	67.5189131625762
SRR33075544_2	0.0	0.0
SRR33075545_1	3.4454156008418404	63.97988650092613
SRR33075545_2	0.0	0.0
SRR33075546_1	3.4295852196255963	65.5521228435091
SRR33075546_2	0.0	0.0
SRR33075547_1	8.753296711926993	68.86547416248887
SRR33075547_2	0.0	0.0
SRR33075548_1	4.76654219008718	65.34179680658025
SRR33075548_2	0.0	0.0
SRR33075549_1	6.979019844448726	59.15308719591954
SRR33075549_2	0.0	0.0
SRR33075550_1	5.6222769640169625	60.77362717115966
SRR33075550_2	0.0	0.0
SRR33075551_1	6.351384049554781	60.764130855594246
SRR33075551_2	0.0	0.0
SRR33075552_1	5.584873434352282	60.568943242533045
SRR33075552_2	0.0	0.0
SRR33075553_1	5.261201538255154	60.10150695344991
SRR33075553_2	0.0	0.0
SRR33075554_1	4.173252738349603	65.5906547945278
SRR33075554_2	0.0	0.0
SRR33075555_1	4.469570404281166	69.66569756868755
SRR33075555_2	0.0	0.0
SRR33075556_1	3.2519466864315847	65.62972666669536
SRR33075556_2	0.0	0.0
SRR33075557_1	4.568947891455986	68.6970724308286
SRR33075557_2	0.0	0.0
SRR33075558_1	9.697599942625914	66.29511428384913
SRR33075558_2	0.0	0.0
SRR33075559_1	3.8799695083454537	67.63137834437798
SRR33075559_2	0.0	0.0
SRR33075560_1	2.955071580435349	71.96988556859442
SRR33075560_2	0.0	0.0
SRR33075561_1	3.5750996970072064	55.694434727387225
SRR33075561_2	0.0	0.0
SRR33075562_1	2.9929702807863627	54.67270481679702
SRR33075562_2	0.0	0.0
SRR33075563_1	3.313462346089665	55.09739137544643
SRR33075563_2	0.0	0.0
SRR33075564_1	3.1240161014589667	56.226565325659095
SRR33075564_2	0.0	0.0
SRR33075565_1	3.605606024230127	52.15724541716036
SRR33075565_2	0.0	0.0
SRR33075566_1	2.896826538999063	55.80916379638424
SRR33075566_2	0.0	0.0
SRR33075567_1	11.597911712704615	64.1947336107324
SRR33075567_2	0.0	0.0
SRR33075568_1	16.30751021648553	63.65914125540816
SRR33075568_2	0.0	0.0
SRR33075569_1	7.897101164632287	69.2483587752765
SRR33075569_2	0.0	0.0
SRR33075570_1	7.424173316499641	68.09874590894077
SRR33075570_2	0.0	0.0
