Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
SRR33022240_1	97.8507427775548	56.0	300.9995481403317	301	18.181818181818183	0.376223
SRR33022240_2	99.25708954529627	51.0	300.9995481403317	301	36.36363636363637	0.376223
SRR33022241_1	97.71492753427067	55.0	300.9998132535827	301	18.181818181818183	0.369485
SRR33022241_2	99.1799396457231	52.0	300.9998132535827	301	45.45454545454545	0.369485
SRR33022242_1	98.49661081979792	58.0	300.4985377499254	300	27.27272727272727	0.46914
SRR33022242_2	99.58605107217461	56.0	300.4985377499254	300	36.36363636363637	0.46914
SRR33022243_1	98.25825799319014	58.0	300.99982787802287	301	27.27272727272727	0.453167
SRR33022243_2	99.65377002297167	56.0	300.99982787802287	301	36.36363636363637	0.453167
SRR33022244_1	98.40738462033384	58.0	300.4987373280414	300	27.27272727272727	0.49735799999999997
SRR33022244_2	99.57535618206603	56.0	300.4987373280414	300	36.36363636363637	0.49735799999999997
SRR33022245_1	98.80523818177218	58.0	300.99853242579894	301	36.36363636363637	0.434731
SRR33022245_2	99.57467951445837	56.0	300.99853242579894	301	36.36363636363637	0.434731
SRR33022246_1	98.0986220422302	57.0	300.49455566592803	300	27.27272727272727	0.314088
SRR33022246_2	99.60934515167723	55.0	300.49455566592803	300	45.45454545454545	0.314088
SRR33022247_1	97.3937999808049	59.0	300.99775231502264	301	18.181818181818183	0.322999
SRR33022247_2	99.25789243929547	57.0	300.99775231502264	301	36.36363636363637	0.322999
SRR33022248_1	98.15126634418675	59.0	300.4953278537808	300	18.181818181818183	1.381378
SRR33022248_2	99.65389632671145	57.0	300.4953278537808	300	45.45454545454545	1.381378
SRR33022249_1	99.37325841794573	59.0	300.4948537157541	300	18.181818181818183	9.541253
SRR33022249_2	99.77628724445312	58.0	300.4948537157541	300	45.45454545454545	9.541253
SRR33022250_1	97.90478239488567	59.0	300.9911144578313	301	36.36363636363637	0.32536
SRR33022250_2	99.33427587902631	57.0	300.9911144578313	301	45.45454545454545	0.32536
SRR33022251_1	98.65064284183948	58.0	300.4990028492881	300	27.27272727272727	0.49942299999999995
SRR33022251_2	99.65179817509406	56.0	300.4990028492881	300	36.36363636363637	0.49942299999999995
SRR33022252_1	97.70013257975538	58.0	300.99681476544765	301	18.181818181818183	0.421633
SRR33022252_2	99.26594929713755	57.0	300.99681476544765	301	36.36363636363637	0.421633
SRR33022253_1	97.79699922051685	59.0	300.497407872626	300	18.181818181818183	0.650431
SRR33022253_2	99.56598009627463	57.0	300.497407872626	300	45.45454545454545	0.650431
SRR33022254_1	97.43074988329707	59.0	300.99925769282765	301	18.181818181818183	0.392021
SRR33022254_2	99.28294657684155	57.0	300.99925769282765	301	45.45454545454545	0.392021
SRR33022255_1	97.6027695458053	59.0	300.9967272279621	301	18.181818181818183	0.333051
SRR33022255_2	99.27398506535035	57.0	300.9967272279621	301	45.45454545454545	0.333051
SRR33022256_1	97.58670920789568	55.0	300.99686838364954	301	18.181818181818183	0.339122
SRR33022256_2	99.25808411132277	51.0	300.99686838364954	301	36.36363636363637	0.339122
SRR33022257_1	97.64227021801624	56.0	300.9996234958915	301	27.27272727272727	0.39309
SRR33022257_2	99.40929558116461	52.0	300.9996234958915	301	36.36363636363637	0.39309
SRR33022258_1	97.70602370277392	55.0	300.4978850626099	300	27.27272727272727	0.46526199999999995
SRR33022258_2	99.41151437254707	51.0	300.4978850626099	300	36.36363636363637	0.46526199999999995
SRR33022259_1	97.96701589750182	55.0	300.9996625530274	301	27.27272727272727	0.373392
SRR33022259_2	99.17379054719973	51.0	300.9996625530274	301	36.36363636363637	0.373392
SRR33022260_1	97.70107893816036	55.0	300.9999386761995	301	27.27272727272727	0.277217
SRR33022260_2	98.89941814535183	51.0	300.9999386761995	301	45.45454545454545	0.277217
SRR33022261_1	97.74308873038318	55.0	300.9995309682552	301	18.181818181818183	0.287827
SRR33022261_2	99.16199661602282	52.0	300.9995309682552	301	36.36363636363637	0.287827
SRR33022262_1	98.34619472617568	58.0	300.4990685385046	300	27.27272727272727	0.433727
SRR33022262_2	99.56677818074503	55.0	300.4990685385046	300	36.36363636363637	0.433727
SRR33022263_1	98.61640473090564	58.0	300.99961640284124	301	36.36363636363637	0.5292009999999999
SRR33022263_2	99.67630446654485	56.0	300.99961640284124	301	36.36363636363637	0.5292009999999999
SRR33075535_1	97.15189159896656	56.0	300.45482460948523	300	36.36363636363637	1.286187
SRR33075535_2	25.541597374784857	52.0	300.45482460948523	300	27.27272727272727	1.286187
SRR33075536_1	96.65844242604588	56.0	300.4528873193639	300	36.36363636363637	1.014886
SRR33075536_2	35.581962154781195	53.0	300.4528873193639	300	27.27272727272727	1.014886
SRR33075537_1	96.72505685111301	56.0	300.4582217432687	300	36.36363636363637	1.128386
SRR33075537_2	33.85839910287018	53.0	300.4582217432687	300	27.27272727272727	1.128386
SRR33075538_1	96.51064363689176	56.0	300.4514597564738	300	36.36363636363637	1.163653
SRR33075538_2	35.38548552294802	53.0	300.4514597564738	300	27.27272727272727	1.163653
SRR33075539_1	96.33662126916916	55.0	300.4501267613508	300	36.36363636363637	1.6456119999999999
SRR33075539_2	35.35065645375309	52.0	300.4501267613508	300	27.27272727272727	1.6456119999999999
SRR33075540_1	96.21889727703977	55.0	300.45951551779314	300	36.36363636363637	1.165533
SRR33075540_2	34.0609125569664	52.0	300.45951551779314	300	18.181818181818183	1.165533
SRR33075541_1	93.22414521419341	57.0	300.4496943643773	300	36.36363636363637	0.32195199999999996
SRR33075541_2	34.790185268126095	55.0	300.4496943643773	300	27.27272727272727	0.32195199999999996
SRR33075542_1	93.16865947365667	57.0	300.4367606126264	300	36.36363636363637	0.36322299999999996
SRR33075542_2	41.18999602423427	55.0	300.4367606126264	300	27.27272727272727	0.36322299999999996
SRR33075543_1	93.22759462555287	57.0	300.45133901323544	300	36.36363636363637	0.358809
SRR33075543_2	26.261967742740453	55.0	300.45133901323544	300	27.27272727272727	0.358809
SRR33075544_1	93.5609068469034	57.0	300.4563504521308	300	36.36363636363637	0.324906
SRR33075544_2	40.88549649006813	55.0	300.4563504521308	300	27.27272727272727	0.324906
SRR33075545_1	92.78072731113326	57.0	300.4303652526939	300	36.36363636363637	0.38819699999999996
SRR33075545_2	39.89349870913676	55.0	300.4303652526939	300	27.27272727272727	0.38819699999999996
SRR33075546_1	92.68781353236265	57.0	300.43383702434846	300	36.36363636363637	0.32692
SRR33075546_2	39.17099425862964	55.0	300.43383702434846	300	27.27272727272727	0.32692
SRR33075547_1	96.42270165453172	55.0	300.4565612242421	300	36.36363636363637	1.4006379999999998
SRR33075547_2	26.48330627221405	52.0	300.4565612242421	300	27.27272727272727	1.4006379999999998
SRR33075548_1	92.22897151518124	56.0	300.37274429988344	300	36.36363636363637	0.428193
SRR33075548_2	31.93844100299735	55.0	300.37274429988344	300	27.27272727272727	0.428193
SRR33075549_1	91.06442094162264	56.0	300.322753683442	300	36.36363636363637	0.394468
SRR33075549_2	35.76081879726071	55.0	300.322753683442	300	27.27272727272727	0.394468
