Sample	0	1	2	3	4	5	6	7	8	9	10	11
SRR33075560_1	(27.0, 2.0)	(28.0, 125.0)	(29.0, 756.0)	(30.0, 1542.0)	(31.0, 3117.0)	(32.0, 6134.0)	(33.0, 11668.0)	(34.0, 21100.0)	(35.0, 39305.0)	(36.0, 95874.0)	(37.0, 169844.0)	
SRR33075560_2	(27.0, 102.0)	(28.0, 4823.0)	(29.0, 14582.0)	(30.0, 20230.0)	(31.0, 26182.0)	(32.0, 35043.0)	(33.0, 50104.0)	(34.0, 74203.0)	(35.0, 87046.0)	(36.0, 36428.0)	(37.0, 724.0)	
SRR33075561_1	(27.0, 3.0)	(28.0, 239.0)	(29.0, 1455.0)	(30.0, 2801.0)	(31.0, 5353.0)	(32.0, 9208.0)	(33.0, 15132.0)	(34.0, 24189.0)	(35.0, 41199.0)	(36.0, 93964.0)	(37.0, 178083.0)	
SRR33075561_2	(26.0, 1.0)	(27.0, 73.0)	(28.0, 3172.0)	(29.0, 10652.0)	(30.0, 15551.0)	(31.0, 20931.0)	(32.0, 28286.0)	(33.0, 39616.0)	(34.0, 60207.0)	(35.0, 94864.0)	(36.0, 91112.0)	(37.0, 7161.0)
SRR33075562_1	(27.0, 8.0)	(28.0, 232.0)	(29.0, 1245.0)	(30.0, 2513.0)	(31.0, 4470.0)	(32.0, 8073.0)	(33.0, 13304.0)	(34.0, 21525.0)	(35.0, 36732.0)	(36.0, 83741.0)	(37.0, 151214.0)	
SRR33075562_2	(27.0, 90.0)	(28.0, 2873.0)	(29.0, 9750.0)	(30.0, 13955.0)	(31.0, 18690.0)	(32.0, 25831.0)	(33.0, 36125.0)	(34.0, 54486.0)	(35.0, 81923.0)	(36.0, 73626.0)	(37.0, 5708.0)	
SRR33075563_1	(27.0, 14.0)	(28.0, 370.0)	(29.0, 2142.0)	(30.0, 4348.0)	(31.0, 8033.0)	(32.0, 13642.0)	(33.0, 22176.0)	(34.0, 35490.0)	(35.0, 59595.0)	(36.0, 135258.0)	(37.0, 257070.0)	
SRR33075563_2	(27.0, 84.0)	(28.0, 4058.0)	(29.0, 15151.0)	(30.0, 21478.0)	(31.0, 29149.0)	(32.0, 39674.0)	(33.0, 55919.0)	(34.0, 84980.0)	(35.0, 135695.0)	(36.0, 139505.0)	(37.0, 12445.0)	
SRR33075564_1	(27.0, 7.0)	(28.0, 219.0)	(29.0, 1220.0)	(30.0, 2616.0)	(31.0, 4903.0)	(32.0, 9199.0)	(33.0, 15944.0)	(34.0, 26963.0)	(35.0, 47234.0)	(36.0, 106323.0)	(37.0, 169685.0)	
SRR33075564_2	(27.0, 101.0)	(28.0, 4546.0)	(29.0, 14890.0)	(30.0, 20728.0)	(31.0, 26758.0)	(32.0, 35240.0)	(33.0, 49048.0)	(34.0, 70846.0)	(35.0, 94795.0)	(36.0, 64195.0)	(37.0, 3166.0)	
SRR33075565_1	(27.0, 8.0)	(28.0, 257.0)	(29.0, 1525.0)	(30.0, 3099.0)	(31.0, 5604.0)	(32.0, 9801.0)	(33.0, 15884.0)	(34.0, 25506.0)	(35.0, 42786.0)	(36.0, 99955.0)	(37.0, 182944.0)	
SRR33075565_2	(27.0, 67.0)	(28.0, 3194.0)	(29.0, 10868.0)	(30.0, 15506.0)	(31.0, 21106.0)	(32.0, 29201.0)	(33.0, 40947.0)	(34.0, 62255.0)	(35.0, 98189.0)	(36.0, 97392.0)	(37.0, 8644.0)	
SRR33075566_1	(27.0, 6.0)	(28.0, 204.0)	(29.0, 1157.0)	(30.0, 2311.0)	(31.0, 4264.0)	(32.0, 7651.0)	(33.0, 12995.0)	(34.0, 20772.0)	(35.0, 36338.0)	(36.0, 84327.0)	(37.0, 142662.0)	
SRR33075566_2	(27.0, 72.0)	(28.0, 3015.0)	(29.0, 10028.0)	(30.0, 14244.0)	(31.0, 18907.0)	(32.0, 25344.0)	(33.0, 36175.0)	(34.0, 54205.0)	(35.0, 80498.0)	(36.0, 65718.0)	(37.0, 4481.0)	
SRR33075567_1	(27.0, 16.0)	(28.0, 566.0)	(29.0, 3368.0)	(30.0, 7189.0)	(31.0, 14307.0)	(32.0, 28917.0)	(33.0, 56193.0)	(34.0, 108844.0)	(35.0, 217784.0)	(36.0, 522009.0)	(37.0, 503441.0)	
SRR33075567_2	(26.0, 1.0)	(27.0, 1079.0)	(28.0, 41981.0)	(29.0, 119123.0)	(30.0, 151744.0)	(31.0, 192497.0)	(32.0, 247274.0)	(33.0, 295081.0)	(34.0, 260120.0)	(35.0, 127664.0)	(36.0, 25110.0)	(37.0, 960.0)
SRR33075568_1	(27.0, 18.0)	(28.0, 466.0)	(29.0, 2606.0)	(30.0, 5745.0)	(31.0, 11569.0)	(32.0, 23310.0)	(33.0, 46398.0)	(34.0, 90236.0)	(35.0, 183556.0)	(36.0, 446964.0)	(37.0, 439562.0)	
SRR33075568_2	(27.0, 1131.0)	(28.0, 37887.0)	(29.0, 104057.0)	(30.0, 132740.0)	(31.0, 167579.0)	(32.0, 215507.0)	(33.0, 253742.0)	(34.0, 219859.0)	(35.0, 101030.0)	(36.0, 16414.0)	(37.0, 484.0)	
SRR33075569_1	(27.0, 15.0)	(28.0, 786.0)	(29.0, 4076.0)	(30.0, 8348.0)	(31.0, 15725.0)	(32.0, 29599.0)	(33.0, 54069.0)	(34.0, 95391.0)	(35.0, 173165.0)	(36.0, 379384.0)	(37.0, 435957.0)	
SRR33075569_2	(26.0, 1.0)	(27.0, 612.0)	(28.0, 26828.0)	(29.0, 81773.0)	(30.0, 104653.0)	(31.0, 127177.0)	(32.0, 160841.0)	(33.0, 205721.0)	(34.0, 240415.0)	(35.0, 189495.0)	(36.0, 56956.0)	(37.0, 2043.0)
SRR33075570_1	(27.0, 20.0)	(28.0, 949.0)	(29.0, 5251.0)	(30.0, 10781.0)	(31.0, 19915.0)	(32.0, 37551.0)	(33.0, 66568.0)	(34.0, 114833.0)	(35.0, 205510.0)	(36.0, 445259.0)	(37.0, 492145.0)	
SRR33075570_2	(26.0, 1.0)	(27.0, 512.0)	(28.0, 26971.0)	(29.0, 89846.0)	(30.0, 115326.0)	(31.0, 142496.0)	(32.0, 178545.0)	(33.0, 231348.0)	(34.0, 285030.0)	(35.0, 244915.0)	(36.0, 80997.0)	(37.0, 2795.0)
