Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
ERR4588268_1	(2.0, 3054.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 2.0)	(15.0, 1.0)	(16.0, 24.0)	(17.0, 166.0)	(18.0, 736.0)	(19.0, 2324.0)	(20.0, 3315.0)	(21.0, 3356.0)	(22.0, 3871.0)	(23.0, 4880.0)	(24.0, 6569.0)	(25.0, 8767.0)	(26.0, 11984.0)	(27.0, 15811.0)	(28.0, 20810.0)	(29.0, 26859.0)	(30.0, 34324.0)	(31.0, 43931.0)	(32.0, 57113.0)	(33.0, 76610.0)	(34.0, 109209.0)	(35.0, 171579.0)	(36.0, 330757.0)	(37.0, 514796.0)
ERR4588268_2	(2.0, 2942.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 20.0)	(13.0, 94.0)	(14.0, 490.0)	(15.0, 1910.0)	(16.0, 4175.0)	(17.0, 6279.0)	(18.0, 9523.0)	(19.0, 13270.0)	(20.0, 15952.0)	(21.0, 19467.0)	(22.0, 23990.0)	(23.0, 29625.0)	(24.0, 36627.0)	(25.0, 43843.0)	(26.0, 52288.0)	(27.0, 63016.0)	(28.0, 76413.0)	(29.0, 94387.0)	(30.0, 116264.0)	(31.0, 145915.0)	(32.0, 179432.0)	(33.0, 201533.0)	(34.0, 176679.0)	(35.0, 93139.0)	(36.0, 23325.0)	(37.0, 20249.0)
ERR4588269_1	(2.0, 555.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 2.0)	(16.0, 6.0)	(17.0, 41.0)	(18.0, 192.0)	(19.0, 596.0)	(20.0, 774.0)	(21.0, 766.0)	(22.0, 948.0)	(23.0, 1223.0)	(24.0, 1812.0)	(25.0, 2575.0)	(26.0, 3560.0)	(27.0, 4895.0)	(28.0, 6573.0)	(29.0, 8539.0)	(30.0, 11366.0)	(31.0, 14792.0)	(32.0, 19422.0)	(33.0, 26515.0)	(34.0, 37799.0)	(35.0, 58959.0)	(36.0, 113741.0)	(37.0, 205231.0)
ERR4588269_2	(2.0, 547.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 11.0)	(13.0, 44.0)	(14.0, 209.0)	(15.0, 844.0)	(16.0, 1801.0)	(17.0, 2659.0)	(18.0, 3802.0)	(19.0, 4653.0)	(20.0, 5828.0)	(21.0, 7548.0)	(22.0, 9066.0)	(23.0, 11039.0)	(24.0, 13369.0)	(25.0, 16009.0)	(26.0, 19058.0)	(27.0, 22462.0)	(28.0, 26575.0)	(29.0, 32423.0)	(30.0, 39329.0)	(31.0, 48333.0)	(32.0, 59573.0)	(33.0, 69241.0)	(34.0, 67113.0)	(35.0, 42224.0)	(36.0, 11916.0)	(37.0, 5207.0)
ERR4588270_1	(2.0, 463.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 7.0)	(17.0, 27.0)	(18.0, 116.0)	(19.0, 271.0)	(20.0, 474.0)	(21.0, 687.0)	(22.0, 878.0)	(23.0, 1214.0)	(24.0, 1750.0)	(25.0, 2572.0)	(26.0, 3360.0)	(27.0, 4538.0)	(28.0, 6025.0)	(29.0, 7970.0)	(30.0, 10130.0)	(31.0, 12967.0)	(32.0, 17050.0)	(33.0, 23367.0)	(34.0, 33086.0)	(35.0, 52487.0)	(36.0, 102118.0)	(37.0, 167997.0)
ERR4588270_2	(2.0, 458.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 9.0)	(13.0, 37.0)	(14.0, 132.0)	(15.0, 569.0)	(16.0, 1251.0)	(17.0, 1952.0)	(18.0, 2693.0)	(19.0, 3591.0)	(20.0, 4695.0)	(21.0, 6215.0)	(22.0, 7680.0)	(23.0, 9270.0)	(24.0, 11340.0)	(25.0, 13327.0)	(26.0, 16017.0)	(27.0, 18939.0)	(28.0, 22934.0)	(29.0, 28055.0)	(30.0, 34702.0)	(31.0, 43381.0)	(32.0, 53903.0)	(33.0, 61601.0)	(34.0, 57513.0)	(35.0, 32719.0)	(36.0, 8658.0)	(37.0, 7913.0)
ERR4588271_1	(2.0, 492.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 4.0)	(16.0, 12.0)	(17.0, 50.0)	(18.0, 204.0)	(19.0, 676.0)	(20.0, 871.0)	(21.0, 853.0)	(22.0, 1125.0)	(23.0, 1437.0)	(24.0, 2095.0)	(25.0, 2786.0)	(26.0, 4010.0)	(27.0, 5402.0)	(28.0, 7267.0)	(29.0, 9581.0)	(30.0, 12500.0)	(31.0, 16468.0)	(32.0, 21275.0)	(33.0, 28690.0)	(34.0, 41429.0)	(35.0, 65245.0)	(36.0, 127434.0)	(37.0, 203913.0)
ERR4588271_2	(2.0, 482.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 6.0)	(13.0, 37.0)	(14.0, 157.0)	(15.0, 502.0)	(16.0, 1090.0)	(17.0, 1681.0)	(18.0, 2676.0)	(19.0, 3811.0)	(20.0, 4479.0)	(21.0, 5793.0)	(22.0, 7573.0)	(23.0, 9498.0)	(24.0, 11913.0)	(25.0, 14563.0)	(26.0, 17846.0)	(27.0, 22021.0)	(28.0, 26931.0)	(29.0, 33177.0)	(30.0, 41402.0)	(31.0, 52789.0)	(32.0, 66796.0)	(33.0, 80378.0)	(34.0, 80496.0)	(35.0, 51076.0)	(36.0, 13068.0)	(37.0, 3577.0)
ERR4588272_1	(2.0, 1152.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 13.0)	(17.0, 41.0)	(18.0, 254.0)	(19.0, 619.0)	(20.0, 942.0)	(21.0, 1054.0)	(22.0, 1327.0)	(23.0, 1685.0)	(24.0, 2572.0)	(25.0, 3367.0)	(26.0, 4549.0)	(27.0, 6098.0)	(28.0, 8089.0)	(29.0, 10593.0)	(30.0, 13909.0)	(31.0, 17728.0)	(32.0, 23322.0)	(33.0, 31457.0)	(34.0, 44514.0)	(35.0, 70307.0)	(36.0, 139004.0)	(37.0, 260259.0)
ERR4588272_2	(2.0, 1121.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 5.0)	(13.0, 39.0)	(14.0, 173.0)	(15.0, 790.0)	(16.0, 1683.0)	(17.0, 2588.0)	(18.0, 3666.0)	(19.0, 5047.0)	(20.0, 6099.0)	(21.0, 7615.0)	(22.0, 9543.0)	(23.0, 11664.0)	(24.0, 14158.0)	(25.0, 17453.0)	(26.0, 20726.0)	(27.0, 24974.0)	(28.0, 30289.0)	(29.0, 36759.0)	(30.0, 46158.0)	(31.0, 58466.0)	(32.0, 73734.0)	(33.0, 89799.0)	(34.0, 91486.0)	(35.0, 59493.0)	(36.0, 17387.0)	(37.0, 11940.0)
ERR4588273_1	(2.0, 73.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 3.0)	(16.0, 10.0)	(17.0, 56.0)	(18.0, 342.0)	(19.0, 759.0)	(20.0, 561.0)	(21.0, 477.0)	(22.0, 674.0)	(23.0, 1007.0)	(24.0, 1476.0)	(25.0, 2175.0)	(26.0, 3081.0)	(27.0, 4097.0)	(28.0, 5707.0)	(29.0, 7248.0)	(30.0, 9411.0)	(31.0, 12192.0)	(32.0, 16282.0)	(33.0, 22567.0)	(34.0, 32912.0)	(35.0, 52378.0)	(36.0, 72082.0)	(37.0, 39878.0)
ERR4588273_2	(2.0, 72.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 8.0)	(13.0, 36.0)	(14.0, 114.0)	(15.0, 346.0)	(16.0, 937.0)	(17.0, 1633.0)	(18.0, 1812.0)	(19.0, 2404.0)	(20.0, 3183.0)	(21.0, 4524.0)	(22.0, 5870.0)	(23.0, 7249.0)	(24.0, 9297.0)	(25.0, 11799.0)	(26.0, 14588.0)	(27.0, 18657.0)	(28.0, 23564.0)	(29.0, 29844.0)	(30.0, 35715.0)	(31.0, 38199.0)	(32.0, 32565.0)	(33.0, 20356.0)	(34.0, 8636.0)	(35.0, 3395.0)	(36.0, 3377.0)	(37.0, 7268.0)
ERR4588274_1	(2.0, 157.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 2.0)	(16.0, 5.0)	(17.0, 31.0)	(18.0, 170.0)	(19.0, 463.0)	(20.0, 538.0)	(21.0, 614.0)	(22.0, 883.0)	(23.0, 1355.0)	(24.0, 2130.0)	(25.0, 3007.0)	(26.0, 4428.0)	(27.0, 6035.0)	(28.0, 7873.0)	(29.0, 10474.0)	(30.0, 13486.0)	(31.0, 17538.0)	(32.0, 23412.0)	(33.0, 32287.0)	(34.0, 48371.0)	(35.0, 75463.0)	(36.0, 105283.0)	(37.0, 48852.0)
ERR4588274_2	(2.0, 155.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 2.0)	(12.0, 12.0)	(13.0, 34.0)	(14.0, 111.0)	(15.0, 345.0)	(16.0, 759.0)	(17.0, 1368.0)	(18.0, 1939.0)	(19.0, 2740.0)	(20.0, 3937.0)	(21.0, 5442.0)	(22.0, 7107.0)	(23.0, 9345.0)	(24.0, 12076.0)	(25.0, 15417.0)	(26.0, 19501.0)	(27.0, 24824.0)	(28.0, 31962.0)	(29.0, 40959.0)	(30.0, 51535.0)	(31.0, 58174.0)	(32.0, 53591.0)	(33.0, 35276.0)	(34.0, 14104.0)	(35.0, 3712.0)	(36.0, 2584.0)	(37.0, 5846.0)
ERR4588275_1	(2.0, 16.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 7.0)	(17.0, 51.0)	(18.0, 299.0)	(19.0, 724.0)	(20.0, 625.0)	(21.0, 582.0)	(22.0, 926.0)	(23.0, 1295.0)	(24.0, 1925.0)	(25.0, 2963.0)	(26.0, 4157.0)	(27.0, 5552.0)	(28.0, 7438.0)	(29.0, 9745.0)	(30.0, 12634.0)	(31.0, 16218.0)	(32.0, 21623.0)	(33.0, 30215.0)	(34.0, 44031.0)	(35.0, 68438.0)	(36.0, 91441.0)	(37.0, 35524.0)
ERR4588275_2	(2.0, 20.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 3.0)	(12.0, 16.0)	(13.0, 51.0)	(14.0, 134.0)	(15.0, 408.0)	(16.0, 848.0)	(17.0, 1731.0)	(18.0, 2098.0)	(19.0, 2729.0)	(20.0, 3667.0)	(21.0, 5024.0)	(22.0, 6811.0)	(23.0, 8765.0)	(24.0, 11196.0)	(25.0, 14227.0)	(26.0, 17750.0)	(27.0, 22785.0)	(28.0, 29380.0)	(29.0, 37628.0)	(30.0, 46610.0)	(31.0, 51792.0)	(32.0, 46186.0)	(33.0, 29195.0)	(34.0, 11501.0)	(35.0, 2598.0)	(36.0, 1205.0)	(37.0, 2071.0)
ERR4588276_1	(2.0, 57.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 2.0)	(15.0, 2.0)	(16.0, 8.0)	(17.0, 76.0)	(18.0, 602.0)	(19.0, 1291.0)	(20.0, 929.0)	(21.0, 694.0)	(22.0, 921.0)	(23.0, 1366.0)	(24.0, 2047.0)	(25.0, 3129.0)	(26.0, 4461.0)	(27.0, 6159.0)	(28.0, 8054.0)	(29.0, 10440.0)	(30.0, 13405.0)	(31.0, 17508.0)	(32.0, 23214.0)	(33.0, 32477.0)	(34.0, 48232.0)	(35.0, 74648.0)	(36.0, 96818.0)	(37.0, 36402.0)
ERR4588276_2	(2.0, 56.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 2.0)	(12.0, 12.0)	(13.0, 39.0)	(14.0, 144.0)	(15.0, 482.0)	(16.0, 1287.0)	(17.0, 2527.0)	(18.0, 2728.0)	(19.0, 3520.0)	(20.0, 4953.0)	(21.0, 6500.0)	(22.0, 8472.0)	(23.0, 10685.0)	(24.0, 13518.0)	(25.0, 16915.0)	(26.0, 20974.0)	(27.0, 26760.0)	(28.0, 34400.0)	(29.0, 43207.0)	(30.0, 51447.0)	(31.0, 53378.0)	(32.0, 42310.0)	(33.0, 23679.0)	(34.0, 8120.0)	(35.0, 2067.0)	(36.0, 1649.0)	(37.0, 3111.0)
ERR4588277_1	(13.0, 1.0)	(14.0, 4.0)	(15.0, 16.0)	(16.0, 22.0)	(17.0, 48.0)	(18.0, 85.0)	(19.0, 220.0)	(20.0, 304.0)	(21.0, 455.0)	(22.0, 632.0)	(23.0, 947.0)	(24.0, 1429.0)	(25.0, 2180.0)	(26.0, 2823.0)	(27.0, 3672.0)	(28.0, 4929.0)	(29.0, 6386.0)	(30.0, 8336.0)	(31.0, 10956.0)	(32.0, 14016.0)	(33.0, 18664.0)	(34.0, 25586.0)	(35.0, 39021.0)	(36.0, 71553.0)	(37.0, 94967.0)											
ERR4588277_2	(12.0, 1.0)	(13.0, 5.0)	(14.0, 52.0)	(15.0, 170.0)	(16.0, 354.0)	(17.0, 732.0)	(18.0, 1126.0)	(19.0, 1846.0)	(20.0, 2646.0)	(21.0, 3699.0)	(22.0, 4964.0)	(23.0, 6609.0)	(24.0, 8498.0)	(25.0, 10796.0)	(26.0, 13211.0)	(27.0, 15866.0)	(28.0, 19526.0)	(29.0, 23930.0)	(30.0, 30817.0)	(31.0, 41238.0)	(32.0, 44578.0)	(33.0, 34992.0)	(34.0, 26013.0)	(35.0, 13745.0)	(36.0, 1833.0)	(37.0, 5.0)										
ERR4588278_1	(13.0, 2.0)	(14.0, 6.0)	(15.0, 29.0)	(16.0, 50.0)	(17.0, 95.0)	(18.0, 180.0)	(19.0, 385.0)	(20.0, 563.0)	(21.0, 795.0)	(22.0, 1065.0)	(23.0, 1461.0)	(24.0, 2217.0)	(25.0, 3354.0)	(26.0, 4488.0)	(27.0, 6020.0)	(28.0, 8158.0)	(29.0, 10904.0)	(30.0, 14112.0)	(31.0, 18491.0)	(32.0, 24252.0)	(33.0, 32615.0)	(34.0, 45128.0)	(35.0, 69173.0)	(36.0, 129036.0)	(37.0, 204339.0)											
ERR4588278_2	(12.0, 3.0)	(13.0, 20.0)	(14.0, 69.0)	(15.0, 201.0)	(16.0, 530.0)	(17.0, 836.0)	(18.0, 1413.0)	(19.0, 2228.0)	(20.0, 3255.0)	(21.0, 4590.0)	(22.0, 6434.0)	(23.0, 8783.0)	(24.0, 11837.0)	(25.0, 15708.0)	(26.0, 20012.0)	(27.0, 25309.0)	(28.0, 31975.0)	(29.0, 40937.0)	(30.0, 54025.0)	(31.0, 75108.0)	(32.0, 90297.0)	(33.0, 75959.0)	(34.0, 58874.0)	(35.0, 40033.0)	(36.0, 8440.0)	(37.0, 42.0)										
ERR4588279_1	(14.0, 8.0)	(15.0, 12.0)	(16.0, 24.0)	(17.0, 37.0)	(18.0, 90.0)	(19.0, 201.0)	(20.0, 310.0)	(21.0, 440.0)	(22.0, 568.0)	(23.0, 752.0)	(24.0, 1136.0)	(25.0, 1654.0)	(26.0, 2409.0)	(27.0, 3221.0)	(28.0, 4421.0)	(29.0, 6079.0)	(30.0, 8212.0)	(31.0, 10860.0)	(32.0, 14295.0)	(33.0, 19422.0)	(34.0, 26987.0)	(35.0, 41592.0)	(36.0, 79040.0)	(37.0, 127434.0)												
ERR4588279_2	(12.0, 5.0)	(13.0, 11.0)	(14.0, 64.0)	(15.0, 178.0)	(16.0, 405.0)	(17.0, 655.0)	(18.0, 1201.0)	(19.0, 1901.0)	(20.0, 2729.0)	(21.0, 3782.0)	(22.0, 5180.0)	(23.0, 6817.0)	(24.0, 8754.0)	(25.0, 11182.0)	(26.0, 13804.0)	(27.0, 17279.0)	(28.0, 21162.0)	(29.0, 26603.0)	(30.0, 34314.0)	(31.0, 45701.0)	(32.0, 51691.0)	(33.0, 41868.0)	(34.0, 31808.0)	(35.0, 18901.0)	(36.0, 3195.0)	(37.0, 14.0)										
ERR4588280_1	(2.0, 1369.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 10.0)	(17.0, 59.0)	(18.0, 328.0)	(19.0, 990.0)	(20.0, 1410.0)	(21.0, 1582.0)	(22.0, 1845.0)	(23.0, 2418.0)	(24.0, 3448.0)	(25.0, 4454.0)	(26.0, 6103.0)	(27.0, 8177.0)	(28.0, 10801.0)	(29.0, 14072.0)	(30.0, 18073.0)	(31.0, 23034.0)	(32.0, 30016.0)	(33.0, 40396.0)	(34.0, 57677.0)	(35.0, 90733.0)	(36.0, 176035.0)	(37.0, 286585.0)
ERR4588280_2	(2.0, 1332.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 14.0)	(13.0, 57.0)	(14.0, 231.0)	(15.0, 788.0)	(16.0, 1733.0)	(17.0, 2580.0)	(18.0, 3952.0)	(19.0, 5650.0)	(20.0, 6924.0)	(21.0, 8542.0)	(22.0, 10673.0)	(23.0, 13277.0)	(24.0, 16533.0)	(25.0, 19683.0)	(26.0, 24180.0)	(27.0, 29755.0)	(28.0, 35613.0)	(29.0, 44309.0)	(30.0, 56073.0)	(31.0, 71513.0)	(32.0, 91335.0)	(33.0, 113298.0)	(34.0, 117300.0)	(35.0, 75799.0)	(36.0, 20114.0)	(37.0, 8357.0)
ERR4588281_1	(2.0, 534.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 3.0)	(16.0, 7.0)	(17.0, 28.0)	(18.0, 161.0)	(19.0, 442.0)	(20.0, 713.0)	(21.0, 799.0)	(22.0, 1023.0)	(23.0, 1328.0)	(24.0, 1840.0)	(25.0, 2543.0)	(26.0, 3452.0)	(27.0, 4567.0)	(28.0, 6016.0)	(29.0, 7788.0)	(30.0, 9726.0)	(31.0, 12854.0)	(32.0, 16651.0)	(33.0, 22564.0)	(34.0, 32195.0)	(35.0, 49075.0)	(36.0, 93042.0)	(37.0, 139268.0)
ERR4588281_2	(2.0, 518.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 6.0)	(13.0, 47.0)	(14.0, 254.0)	(15.0, 947.0)	(16.0, 1961.0)	(17.0, 2830.0)	(18.0, 3901.0)	(19.0, 5443.0)	(20.0, 6510.0)	(21.0, 7798.0)	(22.0, 9347.0)	(23.0, 10992.0)	(24.0, 13055.0)	(25.0, 15091.0)	(26.0, 17670.0)	(27.0, 20914.0)	(28.0, 24508.0)	(29.0, 29059.0)	(30.0, 34827.0)	(31.0, 41499.0)	(32.0, 46462.0)	(33.0, 45946.0)	(34.0, 35502.0)	(35.0, 18208.0)	(36.0, 6017.0)	(37.0, 7308.0)
ERR4588282_1	(2.0, 56.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 3.0)	(17.0, 12.0)	(18.0, 72.0)	(19.0, 248.0)	(20.0, 289.0)	(21.0, 326.0)	(22.0, 408.0)	(23.0, 507.0)	(24.0, 665.0)	(25.0, 914.0)	(26.0, 1398.0)	(27.0, 1848.0)	(28.0, 2380.0)	(29.0, 3127.0)	(30.0, 4081.0)	(31.0, 5247.0)	(32.0, 7136.0)	(33.0, 9375.0)	(34.0, 13818.0)	(35.0, 22042.0)	(36.0, 45680.0)	(37.0, 86302.0)
ERR4588282_2	(2.0, 54.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 1.0)	(13.0, 11.0)	(14.0, 33.0)	(15.0, 114.0)	(16.0, 330.0)	(17.0, 558.0)	(18.0, 953.0)	(19.0, 1086.0)	(20.0, 1424.0)	(21.0, 1863.0)	(22.0, 2471.0)	(23.0, 3252.0)	(24.0, 4076.0)	(25.0, 5139.0)	(26.0, 6046.0)	(27.0, 7373.0)	(28.0, 9217.0)	(29.0, 11788.0)	(30.0, 14911.0)	(31.0, 19189.0)	(32.0, 25086.0)	(33.0, 30967.0)	(34.0, 31871.0)	(35.0, 20463.0)	(36.0, 5333.0)	(37.0, 2325.0)
ERR4588283_1	(2.0, 1262.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 2.0)	(15.0, 4.0)	(16.0, 18.0)	(17.0, 73.0)	(18.0, 339.0)	(19.0, 996.0)	(20.0, 1522.0)	(21.0, 1892.0)	(22.0, 2369.0)	(23.0, 3172.0)	(24.0, 4283.0)	(25.0, 6101.0)	(26.0, 8301.0)	(27.0, 11002.0)	(28.0, 14381.0)	(29.0, 18363.0)	(30.0, 23851.0)	(31.0, 30505.0)	(32.0, 39688.0)	(33.0, 53171.0)	(34.0, 75342.0)	(35.0, 116626.0)	(36.0, 220560.0)	(37.0, 356695.0)
ERR4588283_2	(2.0, 1239.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 2.0)	(12.0, 13.0)	(13.0, 118.0)	(14.0, 489.0)	(15.0, 1844.0)	(16.0, 3781.0)	(17.0, 5217.0)	(18.0, 7374.0)	(19.0, 10019.0)	(20.0, 12400.0)	(21.0, 14879.0)	(22.0, 17828.0)	(23.0, 21832.0)	(24.0, 26239.0)	(25.0, 30626.0)	(26.0, 36127.0)	(27.0, 43013.0)	(28.0, 50960.0)	(29.0, 61616.0)	(30.0, 75311.0)	(31.0, 92970.0)	(32.0, 114126.0)	(33.0, 132473.0)	(34.0, 122578.0)	(35.0, 68791.0)	(36.0, 19028.0)	(37.0, 19625.0)
ERR4588284_1	(2.0, 309.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 1.0)	(14.0, 0.0)	(15.0, 4.0)	(16.0, 13.0)	(17.0, 51.0)	(18.0, 303.0)	(19.0, 1005.0)	(20.0, 1360.0)	(21.0, 1336.0)	(22.0, 1508.0)	(23.0, 2009.0)	(24.0, 2590.0)	(25.0, 3490.0)	(26.0, 4642.0)	(27.0, 6140.0)	(28.0, 8331.0)	(29.0, 10773.0)	(30.0, 14314.0)	(31.0, 18655.0)	(32.0, 24553.0)	(33.0, 33177.0)	(34.0, 48079.0)	(35.0, 77667.0)	(36.0, 157826.0)	(37.0, 332027.0)
ERR4588284_2	(2.0, 296.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 8.0)	(13.0, 48.0)	(14.0, 146.0)	(15.0, 520.0)	(16.0, 1284.0)	(17.0, 1869.0)	(18.0, 3050.0)	(19.0, 4555.0)	(20.0, 5111.0)	(21.0, 6443.0)	(22.0, 8278.0)	(23.0, 10344.0)	(24.0, 13111.0)	(25.0, 16170.0)	(26.0, 19880.0)	(27.0, 24778.0)	(28.0, 30536.0)	(29.0, 38080.0)	(30.0, 48806.0)	(31.0, 63121.0)	(32.0, 83009.0)	(33.0, 107378.0)	(34.0, 122748.0)	(35.0, 97305.0)	(36.0, 31984.0)	(37.0, 11305.0)
