Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
ERR4588277_2	(1.0, 13.816671657141368)	(2.0, 2.756694830302162)	(3.0, 1.714553526095843)	(4.0, 1.2250530509158606)	(5.0, 0.9975524976241)	(6.0, 0.8162680796219389)	(7.0, 0.6811997969093774)	(8.0, 0.5259526382253004)	(9.0, 0.5272545011912046)	('>10', 7.50393813547186)	('>50', 3.67776287867939)	('>100', 10.660955827789568)	('>500', 7.583026310650541)	('>1k', 31.412000572819704)	('>5k', 11.322302214468905)	('>10k+', 4.778813482092875)
ERR4588278_1	(1.0, 7.376784915707259)	(2.0, 2.3719142061783476)	(3.0, 1.499173192724096)	(4.0, 0.9977154465625964)	(5.0, 0.7531399609649898)	(6.0, 0.6167254271837592)	(7.0, 0.4938310123795756)	(8.0, 0.4257104129183003)	(9.0, 0.421203706592618)	('>10', 6.0733067784329835)	('>50', 2.7144238869302053)	('>100', 9.948034209367709)	('>500', 6.941194415844193)	('>1k', 20.466686773510272)	('>5k', 13.253703299255701)	('>10k+', 25.646452355447398)
ERR4588278_2	(1.0, 10.891495845163437)	(2.0, 2.4838885248856855)	(3.0, 1.4638128815533578)	(4.0, 1.0871562336415226)	(5.0, 0.8450074360654375)	(6.0, 0.6614458207232223)	(7.0, 0.554498212917607)	(8.0, 0.4908843197820141)	(9.0, 0.44148388505818853)	('>10', 6.8928339902724485)	('>50', 2.6884236581281913)	('>100', 10.363171195906524)	('>500', 5.268859699298687)	('>1k', 21.201453239455173)	('>5k', 12.301228250808608)	('>10k+', 22.364356806339895)
ERR4588279_1	(1.0, 7.9529444107169445)	(2.0, 2.291497233708663)	(3.0, 1.3797092816806222)	(4.0, 0.9976976208749041)	(5.0, 0.7316640130124512)	(6.0, 0.6391679362206619)	(7.0, 0.5392263547954778)	(8.0, 0.46505767402435255)	(9.0, 0.35566602902601346)	('>10', 6.382515664196287)	('>50', 2.7963597209653956)	('>100', 11.149070457383077)	('>500', 9.373317602318416)	('>1k', 23.4215530177203)	('>5k', 16.84344967411599)	('>10k+', 14.681103309240445)
ERR4588279_2	(1.0, 12.77763141315678)	(2.0, 2.564689980641688)	(3.0, 1.576442423339939)	(4.0, 1.0939164499833909)	(5.0, 0.9006196950779487)	(6.0, 0.7113320580520269)	(7.0, 0.585331210409961)	(8.0, 0.5452400316147582)	(9.0, 0.49741698262333767)	('>10', 6.819223147501175)	('>50', 2.8298644918156723)	('>100', 11.315448849383168)	('>500', 8.404829268851445)	('>1k', 23.237706326388015)	('>5k', 15.024741984627896)	('>10k+', 11.1155656865328)
ERR4588280_1	(1.0, 7.548331486270164)	(2.0, 2.1138611829413456)	(3.0, 1.3491257234330747)	(4.0, 0.9245577309855109)	(5.0, 0.7721750194967779)	(6.0, 0.6033739687230637)	(7.0, 0.5180755654065591)	(8.0, 0.4730534006485244)	(9.0, 0.45830254894717404)	('>10', 6.527957353363707)	('>50', 3.062020276649017)	('>100', 9.230441653326766)	('>500', 5.18267967820055)	('>1k', 18.547977465829334)	('>5k', 14.662603127693632)	('>10k+', 28.025463818084802)
ERR4588280_2	(1.0, 12.158827033494946)	(2.0, 2.232912884598129)	(3.0, 1.3923050323355317)	(4.0, 0.99068213090575)	(5.0, 0.7880306904407441)	(6.0, 0.6370196205743484)	(7.0, 0.604949291903717)	(8.0, 0.48006149828052486)	(9.0, 0.46736756443176103)	('>10', 7.05154436376535)	('>50', 2.8576737746202077)	('>100', 8.671495477354064)	('>500', 4.56032779055693)	('>1k', 15.967943009312737)	('>5k', 13.487240603534609)	('>10k+', 27.65161923389065)
ERR4588281_1	(1.0, 10.316019871132752)	(2.0, 2.707195907727116)	(3.0, 1.6246126604692341)	(4.0, 1.1539029068909548)	(5.0, 0.9320741724460183)	(6.0, 0.8292754906300723)	(7.0, 0.698932664404112)	(8.0, 0.5626875215188628)	(9.0, 0.5555555555555556)	('>10', 8.147410358565738)	('>50', 3.7280507599232697)	('>100', 13.710097880084598)	('>500', 7.288377354778418)	('>1k', 19.71595101077173)	('>5k', 15.996261866115786)	('>10k+', 12.033594018985786)
ERR4588281_2	(1.0, 18.320299050710737)	(2.0, 3.0244454281638875)	(3.0, 1.7670060498745759)	(4.0, 1.2522748512124342)	(5.0, 1.0193792730313316)	(6.0, 0.7584476907186071)	(7.0, 0.7436918990703851)	(8.0, 0.6118734936796026)	(9.0, 0.5422753430721559)	('>10', 8.251930549407309)	('>50', 3.945698686734543)	('>100', 12.130490384142442)	('>500', 7.663174462643255)	('>1k', 19.123997835817224)	('>5k', 10.3524174905317)	('>10k+', 10.492597511189809)
ERR4588282_1	(1.0, 9.386456891737684)	(2.0, 2.734843518585962)	(3.0, 1.579139048728968)	(4.0, 1.1984363998348992)	(5.0, 0.934760968266686)	(6.0, 0.8157913904872897)	(7.0, 0.6696287663583169)	(8.0, 0.47782067157112684)	(9.0, 0.45014203510816525)	('>10', 8.171510428047684)	('>50', 3.7171923179644057)	('>100', 15.781193094908588)	('>500', 9.779299293466385)	('>1k', 28.26183018913735)	('>5k', 10.56061378590332)	('>10k+', 5.48134119989317)
ERR4588282_2	(1.0, 13.903416126447665)	(2.0, 2.887318814188943)	(3.0, 1.7670624226090756)	(4.0, 1.3557675965717337)	(5.0, 0.9736081773375094)	(6.0, 0.8449267972904071)	(7.0, 0.6730278971520139)	(8.0, 0.5710539733411027)	(9.0, 0.5725107436812586)	('>10', 7.575205768810547)	('>50', 3.8832641367421763)	('>100', 14.320538033845631)	('>500', 9.534076286206814)	('>1k', 25.418700075266464)	('>5k', 10.214873625172991)	('>10k+', 5.504649525335664)
ERR4588283_1	(1.0, 8.93615815629173)	(2.0, 2.4743625690430324)	(3.0, 1.4174843992075046)	(4.0, 1.0256222271688593)	(5.0, 0.8058047726054174)	(6.0, 0.6792138992178698)	(7.0, 0.5677988705128323)	(8.0, 0.47054263185356243)	(9.0, 0.46489289184845967)	('>10', 7.215222427588171)	('>50', 3.7315523851560286)	('>100', 11.858098053210158)	('>500', 6.108781380517412)	('>1k', 20.199535617886948)	('>5k', 10.338217103623125)	('>10k+', 23.706712614268895)
ERR4588283_2	(1.0, 15.015381912549064)	(2.0, 2.5739411118593054)	(3.0, 1.4717181824721874)	(4.0, 1.0053628151506095)	(5.0, 0.8615872499510664)	(6.0, 0.6851604935399903)	(7.0, 0.6092952301540757)	(8.0, 0.5218430064176894)	(9.0, 0.49817837890396355)	('>10', 7.563924539117657)	('>50', 3.866801449863052)	('>100', 10.759552935899281)	('>500', 5.444398864119296)	('>1k', 18.04328258982)	('>5k', 9.47440354195591)	('>10k+', 21.605167698226854)
ERR4588284_1	(1.0, 5.964836975430673)	(2.0, 1.799608885002326)	(3.0, 1.201738822095998)	(4.0, 0.932064098069353)	(5.0, 0.700514421532387)	(6.0, 0.6030689330185574)	(7.0, 0.48522787714136795)	(8.0, 0.43830474176945544)	(9.0, 0.40791134726719397)	('>10', 6.434334937873502)	('>50', 2.869243084502968)	('>100', 8.723570743958312)	('>500', 6.566172951745155)	('>1k', 16.1084990861986)	('>5k', 6.040553852962622)	('>10k+', 40.724349241431526)
ERR4588284_2	(1.0, 10.093273061987862)	(2.0, 2.0560864772056204)	(3.0, 1.3161139645650344)	(4.0, 0.926731923595272)	(5.0, 0.7185105103824102)	(6.0, 0.6254640658096974)	(7.0, 0.551480144981824)	(8.0, 0.49909153077397844)	(9.0, 0.40671160801052575)	('>10', 6.717206793723498)	('>50', 3.0473377119372724)	('>100', 8.486155675499859)	('>500', 5.949773582541394)	('>1k', 16.776620547800945)	('>5k', 5.317644298639096)	('>10k+', 36.51179810254571)
ERR4588285_1	(1.0, 8.577253974533425)	(2.0, 2.4649280301877607)	(3.0, 1.5337329965612732)	(4.0, 1.05900611667326)	(5.0, 0.8281636503540888)	(6.0, 0.6651393097332052)	(7.0, 0.6147104470344785)	(8.0, 0.4277758697891987)	(9.0, 0.434296843414034)	('>10', 6.53662396153495)	('>50', 3.9604046481499995)	('>100', 13.565364065957475)	('>500', 7.528681415659901)	('>1k', 24.02457102861838)	('>5k', 5.147656579445021)	('>10k+', 22.63169106235355)
ERR4588285_2	(1.0, 12.564177248757755)	(2.0, 2.6492542179831062)	(3.0, 1.621114043134067)	(4.0, 1.21029270476944)	(5.0, 0.8672894921031009)	(6.0, 0.7251322670816904)	(7.0, 0.6207966890843248)	(8.0, 0.5564564159859495)	(9.0, 0.47733526933794723)	('>10', 7.095254035395845)	('>50', 3.239184965243211)	('>100', 13.55362631343277)	('>500', 7.098731887995758)	('>1k', 21.12838927604151)	('>5k', 4.732053193755516)	('>10k+', 21.860911979898013)
ERR4588286_1	(1.0, 14.368023895613897)	(2.0, 2.7369910391447885)	(3.0, 1.74972488602421)	(4.0, 1.2733846879421475)	(5.0, 1.0454331080018866)	(6.0, 0.7970444898600848)	(7.0, 0.682282659959126)	(8.0, 0.509353875176859)	(9.0, 0.46690771891212074)	('>10', 7.387203269926113)	('>50', 3.4428548970287696)	('>100', 9.152648954566892)	('>500', 6.483257349473353)	('>1k', 8.155164282345543)	('>5k', 8.377613582770005)	('>10k+', 33.3721113032542)
ERR4588286_2	(1.0, 18.08442068857098)	(2.0, 2.875334066970602)	(3.0, 1.8133941204213175)	(4.0, 1.2765288476654615)	(5.0, 1.021851910077032)	(6.0, 0.7593145731803175)	(7.0, 0.709794057538123)	(8.0, 0.6539852224493005)	(9.0, 0.6508410627259865)	('>10', 7.914636063512026)	('>50', 3.7093224335796258)	('>100', 9.8703034114133)	('>500', 5.204370382015407)	('>1k', 10.371010847351045)	('>5k', 19.038673164596762)	('>10k+', 16.046219147932714)
ERR4588287_1	(1.0, 7.629000234837003)	(2.0, 1.9000448325185202)	(3.0, 1.2360965820541832)	(4.0, 0.9991246984479408)	(5.0, 0.8486155291304627)	(6.0, 0.7813667513503127)	(7.0, 0.5902948271813155)	(8.0, 0.6660831322986273)	(9.0, 0.33624388890074935)	('>10', 6.973591511709827)	('>50', 3.439294635041951)	('>100', 9.729723959778825)	('>500', 5.851711107790184)	('>1k', 9.982707457142247)	('>5k', 9.242970901560598)	('>10k+', 39.79312995025725)
ERR4588287_2	(1.0, 10.956213573578703)	(2.0, 2.0964539612732436)	(3.0, 1.3641894921116116)	(4.0, 0.9991246984479408)	(5.0, 0.9340108025020815)	(6.0, 0.8582224973847699)	(7.0, 0.5902948271813155)	(8.0, 0.6063064409384941)	(9.0, 0.5572041587498132)	('>10', 7.892658141371875)	('>50', 3.2717064110501486)	('>100', 9.469268375995389)	('>500', 4.488589056595718)	('>1k', 10.031809739330928)	('>5k', 8.659080719882155)	('>10k+', 37.22486710360581)
