Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
SRR19646177_1	(2.0, 97530.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 2.0)	(12.0, 8.0)	(13.0, 17.0)	(14.0, 21.0)	(15.0, 71.0)	(16.0, 250.0)	(17.0, 889.0)	(18.0, 2095.0)	(19.0, 5964.0)	(20.0, 5383.0)	(21.0, 5827.0)	(22.0, 8296.0)	(23.0, 11991.0)	(24.0, 17167.0)	(25.0, 23995.0)	(26.0, 32636.0)	(27.0, 44118.0)	(28.0, 58420.0)	(29.0, 77134.0)	(30.0, 100420.0)	(31.0, 129194.0)	(32.0, 166313.0)	(33.0, 208171.0)	(34.0, 249217.0)	(35.0, 267582.0)	(36.0, 238613.0)	(37.0, 196990.0)
SRR19646177_2	(2.0, 129163.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 2.0)	(11.0, 20.0)	(12.0, 302.0)	(13.0, 2521.0)	(14.0, 6270.0)	(15.0, 6574.0)	(16.0, 6384.0)	(17.0, 6423.0)	(18.0, 6541.0)	(19.0, 6765.0)	(20.0, 7964.0)	(21.0, 9772.0)	(22.0, 12406.0)	(23.0, 15116.0)	(24.0, 19511.0)	(25.0, 26258.0)	(26.0, 35953.0)	(27.0, 48374.0)	(28.0, 65892.0)	(29.0, 88820.0)	(30.0, 120462.0)	(31.0, 164392.0)	(32.0, 225594.0)	(33.0, 288150.0)	(34.0, 296803.0)	(35.0, 197511.0)	(36.0, 84321.0)	(37.0, 70050.0)
SRR19646178_1	(2.0, 2684.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 1.0)	(13.0, 4.0)	(14.0, 31.0)	(15.0, 75.0)	(16.0, 213.0)	(17.0, 740.0)	(18.0, 1939.0)	(19.0, 3620.0)	(20.0, 5007.0)	(21.0, 6458.0)	(22.0, 8591.0)	(23.0, 11645.0)	(24.0, 17093.0)	(25.0, 20926.0)	(26.0, 26102.0)	(27.0, 33380.0)	(28.0, 43467.0)	(29.0, 57416.0)	(30.0, 77140.0)	(31.0, 99256.0)	(32.0, 131898.0)	(33.0, 181667.0)	(34.0, 268383.0)	(35.0, 467191.0)	(36.0, 923429.0)	(37.0, 1534617.0)
SRR19646178_2	(2.0, 2329.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 3.0)	(11.0, 17.0)	(12.0, 370.0)	(13.0, 2860.0)	(14.0, 7481.0)	(15.0, 9908.0)	(16.0, 11692.0)	(17.0, 14451.0)	(18.0, 17570.0)	(19.0, 22653.0)	(20.0, 28657.0)	(21.0, 34672.0)	(22.0, 42527.0)	(23.0, 51484.0)	(24.0, 62096.0)	(25.0, 76103.0)	(26.0, 93673.0)	(27.0, 116162.0)	(28.0, 145438.0)	(29.0, 181842.0)	(30.0, 233803.0)	(31.0, 305349.0)	(32.0, 408544.0)	(33.0, 517060.0)	(34.0, 541165.0)	(35.0, 380037.0)	(36.0, 187015.0)	(37.0, 428012.0)
SRR19646179_1	(2.0, 588130.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 27.0)	(12.0, 120.0)	(13.0, 331.0)	(14.0, 704.0)	(15.0, 1031.0)	(16.0, 1045.0)	(17.0, 1352.0)	(18.0, 2775.0)	(19.0, 10437.0)	(20.0, 8443.0)	(21.0, 6231.0)	(22.0, 6509.0)	(23.0, 8154.0)	(24.0, 11097.0)	(25.0, 15553.0)	(26.0, 21067.0)	(27.0, 28522.0)	(28.0, 38981.0)	(29.0, 53544.0)	(30.0, 74475.0)	(31.0, 102228.0)	(32.0, 139499.0)	(33.0, 198865.0)	(34.0, 300134.0)	(35.0, 519593.0)	(36.0, 1219329.0)	(37.0, 1609568.0)
SRR19646179_2	(2.0, 605065.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 7.0)	(11.0, 205.0)	(12.0, 1478.0)	(13.0, 5171.0)	(14.0, 8033.0)	(15.0, 8766.0)	(16.0, 12613.0)	(17.0, 17719.0)	(18.0, 22670.0)	(19.0, 27056.0)	(20.0, 32119.0)	(21.0, 40218.0)	(22.0, 51128.0)	(23.0, 58971.0)	(24.0, 71603.0)	(25.0, 88642.0)	(26.0, 109538.0)	(27.0, 136404.0)	(28.0, 168508.0)	(29.0, 209642.0)	(30.0, 267366.0)	(31.0, 346414.0)	(32.0, 463600.0)	(33.0, 606276.0)	(34.0, 689191.0)	(35.0, 544066.0)	(36.0, 218260.0)	(37.0, 157015.0)
SRR19646180_1	(2.0, 3764.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 1.0)	(12.0, 9.0)	(13.0, 36.0)	(14.0, 81.0)	(15.0, 185.0)	(16.0, 353.0)	(17.0, 808.0)	(18.0, 1980.0)	(19.0, 3736.0)	(20.0, 5212.0)	(21.0, 6840.0)	(22.0, 10029.0)	(23.0, 14854.0)	(24.0, 22291.0)	(25.0, 28629.0)	(26.0, 37940.0)	(27.0, 49965.0)	(28.0, 66591.0)	(29.0, 90144.0)	(30.0, 122380.0)	(31.0, 168464.0)	(32.0, 230767.0)	(33.0, 323711.0)	(34.0, 489538.0)	(35.0, 865343.0)	(36.0, 1554660.0)	(37.0, 1145632.0)
SRR19646180_2	(2.0, 3274.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 1.0)	(11.0, 20.0)	(12.0, 266.0)	(13.0, 2861.0)	(14.0, 10146.0)	(15.0, 14849.0)	(16.0, 18755.0)	(17.0, 23006.0)	(18.0, 26960.0)	(19.0, 33512.0)	(20.0, 41958.0)	(21.0, 50804.0)	(22.0, 60771.0)	(23.0, 73109.0)	(24.0, 88636.0)	(25.0, 106780.0)	(26.0, 131010.0)	(27.0, 162729.0)	(28.0, 203599.0)	(29.0, 255652.0)	(30.0, 327408.0)	(31.0, 425554.0)	(32.0, 572304.0)	(33.0, 754400.0)	(34.0, 821552.0)	(35.0, 529143.0)	(36.0, 166197.0)	(37.0, 338687.0)
