Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
SRR19646177_1	SRR19646177_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1948314.0	0.0	35-350	56.0	41.13146977971488	307.193017655265	350	pass	fail	pass	fail	fail	warn	warn	fail	fail	pass
SRR19646177_2	SRR19646177_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1948314.0	0.0	35-260	55.0	39.80499930564945	235.46007214442847	257	pass	fail	pass	fail	fail	warn	warn	fail	fail	pass
SRR19646178_1	SRR19646178_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3922973.0	0.0	35-350	57.0	30.151826758460132	296.4722929523094	344	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
SRR19646178_2	SRR19646178_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3922973.0	0.0	35-260	56.0	16.67983737269733	238.35925839917837	257	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
SRR19646179_1	SRR19646179_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4967744.0	0.0	35-350	56.0	29.241950952330264	294.30205662771675	350	pass	fail	pass	fail	fail	warn	warn	fail	fail	pass
SRR19646179_2	SRR19646179_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4967744.0	0.0	35-260	55.0	28.637780867407535	224.750149262925	257	pass	fail	pass	fail	fail	warn	warn	fail	fail	pass
SRR19646180_1	SRR19646180_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5243943.0	0.0	35-350	56.0	21.98922552550705	324.02596776890977	350	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
SRR19646180_2	SRR19646180_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5243943.0	0.0	35-260	55.0	13.793529558457864	245.74165575407665	257	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
