Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR22279249_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 3.847700325707833e-05)	(20.0, 7.695400651415665e-05)	(21.0, 3.847700325707833e-05)	(22.0, 3.847700325707833e-05)	(23.0, 3.847700325707833e-05)	(24.0, 7.695400651415665e-05)	(25.0, 0.00011543100977123498)	(26.0, 7.695400651415665e-05)	(27.0, 0.0003078160260566266)	(28.0, 0.00038477003257078325)	(29.0, 0.00046172403908493993)	(30.0, 0.0005002010423420183)	(31.0, 0.0005002010423420183)	(32.0, 0.0010773560911981931)	(33.0, 0.0014621261237689764)	(34.0, 0.0020777581758822296)	(35.0, 0.003078160260566266)	(36.0, 0.003616838306165363)	(37.0, 0.004886579413648947)	(38.0, 0.004001608338736146)	(39.0, 0.006348705537417924)	(40.0, 0.007618446644901509)	(41.0, 0.009003618762156327)	(42.0, 0.00942686579798419)	(43.0, 0.009503819804498347)	(44.0, 0.009349911791470034)	(45.0, 0.009927066840326208)	(46.0, 0.01127376195432395)	(47.0, 0.011235284951066871)	(48.0, 0.01127376195432395)	(49.0, 0.016044910358201662)	(50.0, 0.05409866657945212)	(51.0, 0.1821501334190088)	(52.0, 0.5661121489213934)	(53.0, 1.6946811314547578)	(54.0, 4.338320594238838)	(55.0, 8.398721793951799)	(56.0, 13.816976438607057)	(57.0, 20.80924833250287)	(58.0, 25.615026039311957)	(59.0, 16.708176940347176)	(60.0, 5.265577895731169)	(61.0, 1.2549659382328666)	(62.0, 0.38650149771735176)	(63.0, 0.23136222058481198)	(64.0, 0.19761788872835429)	(65.0, 0.17818700208352972)	(66.0, 0.06498765850120529)	(67.0, 0.02547177615618585)	(68.0, 0.018468961563397595)	(69.0, 0.02416355804544519)	(70.0, 0.0234324949835607)	(71.0, 0.003270545276851657)	(72.0, 0.002462528208453013)	(73.0, 0.0013851721172548198)	(74.0, 0.0011543100977123497)	(75.0, 0.0006925860586274099)	(76.0, 0.0005386780455990966)	(77.0, 0.0007310630618844882)	(78.0, 0.0005771550488561748)	(79.0, 0.00034629302931370496)	(80.0, 0.00019238501628539162)	(81.0, 7.695400651415665e-05)	(82.0, 0.00011543100977123498)	(83.0, 3.847700325707833e-05)	(84.0, 0.0)	(85.0, 3.847700325707833e-05)	(86.0, 0.00011543100977123498)	(87.0, 3.847700325707833e-05)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 3.847700325707833e-05)	(91.0, 0.0)	(92.0, 3.847700325707833e-05)	(93.0, 3.847700325707833e-05)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR22279249_2	(0.0, 0.0005393365774856514)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 3.852404124897511e-05)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 3.852404124897511e-05)	(15.0, 3.852404124897511e-05)	(16.0, 7.704808249795021e-05)	(17.0, 3.852404124897511e-05)	(18.0, 3.852404124897511e-05)	(19.0, 7.704808249795021e-05)	(20.0, 3.852404124897511e-05)	(21.0, 7.704808249795021e-05)	(22.0, 0.0)	(23.0, 7.704808249795021e-05)	(24.0, 0.00011557212374692532)	(25.0, 0.00011557212374692532)	(26.0, 0.00019262020624487552)	(27.0, 0.0002696682887428257)	(28.0, 0.0004237644537387261)	(29.0, 0.0004237644537387261)	(30.0, 0.00030819232999180086)	(31.0, 0.0008090048662284772)	(32.0, 0.0005778606187346265)	(33.0, 0.001155721237469253)	(34.0, 0.001463913567461054)	(35.0, 0.0012327693199672034)	(36.0, 0.0017721058974528546)	(37.0, 0.002349966516187481)	(38.0, 0.0027737309699262074)	(39.0, 0.00392945220739546)	(40.0, 0.005162221527362664)	(41.0, 0.0068572793423175675)	(42.0, 0.008128572703533747)	(43.0, 0.0089761016110112)	(44.0, 0.01163426045719048)	(45.0, 0.013406366354643337)	(46.0, 0.015216996293345166)	(47.0, 0.0181062993870183)	(48.0, 0.02330704495562994)	(49.0, 0.036019978567791724)	(50.0, 0.0651441537520169)	(51.0, 0.17355080582663285)	(52.0, 0.4358995267321533)	(53.0, 1.1071424214542955)	(54.0, 2.6497220811457565)	(55.0, 5.2485924278428655)	(56.0, 8.887804508468548)	(57.0, 13.81518348037746)	(58.0, 19.273269644532252)	(59.0, 20.059121561970095)	(60.0, 14.129424084845349)	(61.0, 7.3542009503880985)	(62.0, 3.288758877383755)	(63.0, 1.468035639874694)	(64.0, 0.7454016741264192)	(65.0, 0.4442592436831809)	(66.0, 0.27309692841398453)	(67.0, 0.1497814723760152)	(68.0, 0.08151687128283132)	(69.0, 0.04788538327247605)	(70.0, 0.03259133889663293)	(71.0, 0.024655386399344066)	(72.0, 0.016565337737059295)	(73.0, 0.010054774765982502)	(74.0, 0.006934327424815518)	(75.0, 0.004160596454889311)	(76.0, 0.0030819232999180083)	(77.0, 0.0028122550111751824)	(78.0, 0.0020417741861956805)	(79.0, 0.0017335818562038796)	(80.0, 0.001849153979950805)	(81.0, 0.0015794856912079791)	(82.0, 0.0015794856912079791)	(83.0, 0.001463913567461054)	(84.0, 0.0013868654849631037)	(85.0, 0.0013483414437141285)	(86.0, 0.0013098174024651534)	(87.0, 0.0010401491137223278)	(88.0, 0.0005393365774856514)	(89.0, 0.0009631010312243775)	(90.0, 0.0013098174024651534)	(91.0, 0.001117197196220278)	(92.0, 0.0009245769899754025)	(93.0, 0.0011942452787182282)	(94.0, 0.0011942452787182282)	(95.0, 0.0009245769899754025)	(96.0, 0.0007704808249795021)	(97.0, 0.001117197196220278)	(98.0, 0.001425389526212079)	(99.0, 0.002311442474938506)	(100.0, 0.006420673541495853)
SRR22279250_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 4.4118107703771615e-05)	(8.0, 4.4118107703771615e-05)	(9.0, 4.4118107703771615e-05)	(10.0, 4.4118107703771615e-05)	(11.0, 0.0002205905385188581)	(12.0, 0.0004411810770377162)	(13.0, 0.0006617716155565743)	(14.0, 0.0008382440463716607)	(15.0, 0.0005294172924452594)	(16.0, 0.0012353070157056052)	(17.0, 0.0016764880927433213)	(18.0, 0.002073551062077266)	(19.0, 0.0032647399700790995)	(20.0, 0.0030000313238564696)	(21.0, 0.0033529761854866427)	(22.0, 0.003220621862375328)	(23.0, 0.003485330508597957)	(24.0, 0.0028235588930413833)	(25.0, 0.0025588502468187535)	(26.0, 0.003441212400894186)	(27.0, 0.0035294486163017294)	(28.0, 0.0033529761854866427)	(29.0, 0.003176503754671556)	(30.0, 0.0035735667240055008)	(31.0, 0.003176503754671556)	(32.0, 0.003485330508597957)	(33.0, 0.0035294486163017294)	(34.0, 0.003926511585635673)	(35.0, 0.004147102124154532)	(36.0, 0.005073582385933736)	(37.0, 0.006000062647712939)	(38.0, 0.007014779124899687)	(39.0, 0.008691267217643007)	(40.0, 0.009353038833199583)	(41.0, 0.010853054495127818)	(42.0, 0.01204424340312965)	(43.0, 0.01310307798802017)	(44.0, 0.013456022849650341)	(45.0, 0.013323668526539026)	(46.0, 0.013853085818984286)	(47.0, 0.014558975542244633)	(48.0, 0.016058991204172868)	(49.0, 0.015750164450246466)	(50.0, 0.01866195955869539)	(51.0, 0.023117888436776327)	(52.0, 0.03966217882569068)	(53.0, 0.10403049796549346)	(54.0, 0.47784322453955036)	(55.0, 1.9445055970437337)	(56.0, 6.882777746650001)	(57.0, 16.202375054210126)	(58.0, 21.63296116768278)	(59.0, 18.006320360109644)	(60.0, 12.741485977280057)	(61.0, 10.486344783894067)	(62.0, 7.09366230147403)	(63.0, 2.3942897050836853)	(64.0, 0.4786373504782182)	(65.0, 0.14682506243815194)	(66.0, 0.068383066940846)	(67.0, 0.03604449399398141)	(68.0, 0.02263258925203484)	(69.0, 0.02986795891545338)	(70.0, 0.05188289465963542)	(71.0, 0.2011344530214948)	(72.0, 0.15141334563934417)	(73.0, 0.2608262527446978)	(74.0, 0.22910533330568597)	(75.0, 0.0374562734405021)	(76.0, 0.008691267217643007)	(77.0, 0.0029559132161526983)	(78.0, 0.0008823621540754324)	(79.0, 0.0004411810770377162)	(80.0, 0.0003970629693339445)	(81.0, 0.00017647243081508646)	(82.0, 0.0)	(83.0, 8.823621540754323e-05)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 4.4118107703771615e-05)	(87.0, 4.4118107703771615e-05)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR22279250_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 4.4102528971318806e-05)	(9.0, 8.820505794263761e-05)	(10.0, 4.4102528971318806e-05)	(11.0, 4.4102528971318806e-05)	(12.0, 0.00013230758691395642)	(13.0, 0.000220512644856594)	(14.0, 0.00013230758691395642)	(15.0, 0.00026461517382791284)	(16.0, 0.00035282023177055045)	(17.0, 0.00035282023177055045)	(18.0, 0.00035282023177055045)	(19.0, 0.0005292303476558257)	(20.0, 0.0005733328766271444)	(21.0, 0.0005733328766271444)	(22.0, 0.00039692276074186926)	(23.0, 0.0005292303476558257)	(24.0, 0.000441025289713188)	(25.0, 0.0005292303476558257)	(26.0, 0.0008379480504550573)	(27.0, 0.000661537934569782)	(28.0, 0.0007938455214837385)	(29.0, 0.000882050579426376)	(30.0, 0.0014553834560535207)	(31.0, 0.0014553834560535207)	(32.0, 0.0016758961009101145)	(33.0, 0.0017199986298814334)	(34.0, 0.0019405112747380275)	(35.0, 0.0022051264485659404)	(36.0, 0.0030430744990209975)	(37.0, 0.003175382085934954)	(38.0, 0.0036605099046194607)	(39.0, 0.004851278186845069)	(40.0, 0.006483071758783864)	(41.0, 0.009173326026034311)	(42.0, 0.010672812011059152)	(43.0, 0.012833835930653773)	(44.0, 0.014377424444649931)	(45.0, 0.015568192726875539)	(46.0, 0.01702357618292906)	(47.0, 0.017288191356756973)	(48.0, 0.019272805160466318)	(49.0, 0.02099280379034775)	(50.0, 0.028357926128557993)	(51.0, 0.03836920020504736)	(52.0, 0.06390456447944094)	(53.0, 0.11695990683193748)	(54.0, 0.30029411976570974)	(55.0, 0.9459992464347884)	(56.0, 3.0256540000773264)	(57.0, 7.672825682843132)	(58.0, 13.432924684200168)	(59.0, 16.649233917020506)	(60.0, 16.101083584435983)	(61.0, 13.92929864777236)	(62.0, 11.276311017502676)	(63.0, 7.3922453935276025)	(64.0, 3.943207115325614)	(65.0, 1.8853390109949075)	(66.0, 0.9062187653026589)	(67.0, 0.4715442397613407)	(68.0, 0.2618808170316911)	(69.0, 0.16291474202005166)	(70.0, 0.10421427595922635)	(71.0, 0.079957885025001)	(72.0, 0.09164505520240049)	(73.0, 0.13169015150835797)	(74.0, 0.155770132326698)	(75.0, 0.15532910703698483)	(76.0, 0.1418778357007326)	(77.0, 0.11929734086741736)	(78.0, 0.09570248786776181)	(79.0, 0.06165533550190369)	(80.0, 0.03426766501071472)	(81.0, 0.015965115487617407)	(82.0, 0.009923069018546731)	(83.0, 0.005292303476558256)	(84.0, 0.00295486944107836)	(85.0, 0.0021169213906233027)	(86.0, 0.0014994859850248393)	(87.0, 0.0009702556373690137)	(88.0, 0.0011466657532542889)	(89.0, 0.000926153108397695)	(90.0, 0.0009702556373690137)	(91.0, 0.0007056404635411009)	(92.0, 0.00039692276074186926)	(93.0, 0.00035282023177055045)	(94.0, 0.00030871770279923164)	(95.0, 0.00035282023177055045)	(96.0, 0.00030871770279923164)	(97.0, 0.00026461517382791284)	(98.0, 0.00017641011588527523)	(99.0, 0.0005733328766271444)	(100.0, 0.0011760674392351676)
SRR22279251_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 4.8305981681405625e-05)	(8.0, 4.8305981681405625e-05)	(9.0, 0.00014491794504421687)	(10.0, 0.000386447853451245)	(11.0, 0.0005313657984954619)	(12.0, 0.0006279777618582732)	(13.0, 0.0016424033771677913)	(14.0, 0.001835627303893414)	(15.0, 0.002560217029114498)	(16.0, 0.0031398888092913657)	(17.0, 0.0032848067543355826)	(18.0, 0.002753440955840121)	(19.0, 0.003381418717698394)	(20.0, 0.0034780306810612053)	(21.0, 0.003574642644424016)	(22.0, 0.004057702461238073)	(23.0, 0.003816172552831045)	(24.0, 0.003526336662742611)	(25.0, 0.003671254607786828)	(26.0, 0.003236500772654177)	(27.0, 0.002898358900884338)	(28.0, 0.0031881947909727718)	(29.0, 0.002946664882565743)	(30.0, 0.001932239267256225)	(31.0, 0.002415299084070281)	(32.0, 0.00231868712070747)	(33.0, 0.0032848067543355826)	(34.0, 0.004057702461238073)	(35.0, 0.005168740039910402)	(36.0, 0.010530704006546427)	(37.0, 0.009661196336281125)	(38.0, 0.013090921035660924)	(39.0, 0.01767998929539446)	(40.0, 0.02251058746353502)	(41.0, 0.04192959209946008)	(42.0, 0.061541820662110766)	(43.0, 0.09608059756431579)	(44.0, 0.10540365202882708)	(45.0, 0.2741364460419769)	(46.0, 1.2652302721993762)	(47.0, 4.6346208004591)	(48.0, 8.064587029747306)	(49.0, 11.333887563963158)	(50.0, 13.367279556860245)	(51.0, 12.238030623094028)	(52.0, 11.022845347916588)	(53.0, 11.991331974647089)	(54.0, 14.667193523906871)	(55.0, 7.0184243844731045)	(56.0, 1.940692814050471)	(57.0, 0.9135627255587432)	(58.0, 0.24095023662685125)	(59.0, 0.1362711743232453)	(60.0, 0.09042879770759134)	(61.0, 0.06545460517830462)	(62.0, 0.047339862047777514)	(63.0, 0.04328215958653944)	(64.0, 0.024104684859021407)	(65.0, 0.031157358184506632)	(66.0, 0.02680981983318012)	(67.0, 0.02540894636441936)	(68.0, 0.018114743130527113)	(69.0, 0.00893660661106004)	(70.0, 0.009564584372918314)	(71.0, 0.006859449398759598)	(72.0, 0.004589068259733535)	(73.0, 0.00541026994831743)	(74.0, 0.005265352003273213)	(75.0, 0.007390815197255061)	(76.0, 0.004927210131503374)	(77.0, 0.004830598168140562)	(78.0, 0.003429724699379799)	(79.0, 0.0031398888092913657)	(80.0, 0.0005796717801768675)	(81.0, 0.0003381418717698394)	(82.0, 0.00043475383513265066)	(83.0, 0.0003381418717698394)	(84.0, 9.661196336281125e-05)	(85.0, 0.00024152990840702813)	(86.0, 4.8305981681405625e-05)	(87.0, 0.0)	(88.0, 4.8305981681405625e-05)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR22279251_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 4.85651821639512e-05)	(9.0, 0.000242825910819756)	(10.0, 0.000242825910819756)	(11.0, 0.000242825910819756)	(12.0, 0.0004370866394755608)	(13.0, 0.0002913910929837072)	(14.0, 9.71303643279024e-05)	(15.0, 0.0002913910929837072)	(16.0, 0.0005827821859674144)	(17.0, 0.0006313473681313655)	(18.0, 0.000485651821639512)	(19.0, 0.000242825910819756)	(20.0, 0.0007284777324592681)	(21.0, 0.0007284777324592681)	(22.0, 0.0005827821859674144)	(23.0, 0.0016026510114103896)	(24.0, 0.001262694736262731)	(25.0, 0.0014569554649185362)	(26.0, 0.0017969117400661943)	(27.0, 0.0023796939260336087)	(28.0, 0.0022339983795417553)	(29.0, 0.002136868015213853)	(30.0, 0.0022825635617057063)	(31.0, 0.0023796939260336087)	(32.0, 0.0018454769222301455)	(33.0, 0.0022339983795417553)	(34.0, 0.00364238866229634)	(35.0, 0.003933779755280048)	(36.0, 0.007430472871084534)	(37.0, 0.0062649084991497055)	(38.0, 0.010198688254429752)	(39.0, 0.014229598374037701)	(40.0, 0.017337770032530578)	(41.0, 0.03598679998348784)	(42.0, 0.055267177302576465)	(43.0, 0.09086545582875269)	(44.0, 0.11548800318587596)	(45.0, 0.2906626152512479)	(46.0, 1.0830035622561118)	(47.0, 3.3869358041139566)	(48.0, 6.08662571542584)	(49.0, 8.723375150653242)	(50.0, 10.6729758234429)	(51.0, 11.737136095019398)	(52.0, 12.114827516708447)	(53.0, 12.051012867345015)	(54.0, 14.752596820761294)	(55.0, 10.292467621188342)	(56.0, 4.281360764027446)	(57.0, 1.9708236573953035)	(58.0, 0.8899083979722419)	(59.0, 0.41746630588132455)	(60.0, 0.2410289990796898)	(61.0, 0.15040636916175687)	(62.0, 0.1015983610869859)	(63.0, 0.07527603235412436)	(64.0, 0.055218612120412514)	(65.0, 0.0387064501846691)	(66.0, 0.03176162913522408)	(67.0, 0.025399590271746476)	(68.0, 0.022388548977581503)	(69.0, 0.021611506062958283)	(70.0, 0.014666685013513262)	(71.0, 0.011315687444200629)	(72.0, 0.010392948983085556)	(73.0, 0.008596037243019362)	(74.0, 0.007090516595936875)	(75.0, 0.006022082588329949)	(76.0, 0.0060706477704939)	(77.0, 0.005584995948854388)	(78.0, 0.004807953034231169)	(79.0, 0.004953648580723022)	(80.0, 0.004516561941247462)	(81.0, 0.0032538672049847303)	(82.0, 0.002476824290361511)	(83.0, 0.0015055206470824872)	(84.0, 0.0008256080967871703)	(85.0, 0.0007284777324592681)	(86.0, 0.000485651821639512)	(87.0, 0.000485651821639512)	(88.0, 0.0004370866394755608)	(89.0, 9.71303643279024e-05)	(90.0, 0.000242825910819756)	(91.0, 0.0002913910929837072)	(92.0, 0.0001456955464918536)	(93.0, 0.0001456955464918536)	(94.0, 0.0003399562751476584)	(95.0, 0.0001942607286558048)	(96.0, 0.000242825910819756)	(97.0, 0.0001942607286558048)	(98.0, 0.000242825910819756)	(99.0, 0.0002913910929837072)	(100.0, 0.0006475357621860161)
SRR22279252_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 8.997786094731391e-05)	(10.0, 4.4988930473656956e-05)	(11.0, 0.00026993358284194173)	(12.0, 0.00035991144378925565)	(13.0, 0.0004948782352102265)	(14.0, 0.0005848560961575404)	(15.0, 0.000944767539946796)	(16.0, 0.0013046789837360517)	(17.0, 0.0018445461494199353)	(18.0, 0.0024294022455774757)	(19.0, 0.0026093579674721034)	(20.0, 0.00310423620268233)	(21.0, 0.003734081229313527)	(22.0, 0.0035541255074188994)	(23.0, 0.003464147646471586)	(24.0, 0.0027443247588930745)	(25.0, 0.003014258341735016)	(26.0, 0.0032392029941033006)	(27.0, 0.003059247272208673)	(28.0, 0.00310423620268233)	(29.0, 0.0029692694112613592)	(30.0, 0.002924280480787702)	(31.0, 0.0026543468979457604)	(32.0, 0.0026993358284194175)	(33.0, 0.0025193801065247897)	(34.0, 0.002834302619840388)	(35.0, 0.003014258341735016)	(36.0, 0.003959025881681812)	(37.0, 0.0045438819778393525)	(38.0, 0.00517372700447055)	(39.0, 0.005578627378733462)	(40.0, 0.006658361710101229)	(41.0, 0.007963040693837282)	(42.0, 0.009087763955678705)	(43.0, 0.009717608982309903)	(44.0, 0.008322952137626537)	(45.0, 0.009717608982309903)	(46.0, 0.009807586843257216)	(47.0, 0.01196705550599275)	(48.0, 0.01565614780483262)	(49.0, 0.025148812134774236)	(50.0, 0.08030524089547766)	(51.0, 0.1383859501369688)	(52.0, 0.8743148748250493)	(53.0, 1.9301600841113042)	(54.0, 5.238376097561195)	(55.0, 10.805126398649612)	(56.0, 13.817495205304734)	(57.0, 20.131736586212963)	(58.0, 24.65195438662317)	(59.0, 15.863186862872391)	(60.0, 4.380302226637136)	(61.0, 0.8691411478205787)	(62.0, 0.29967126588502896)	(63.0, 0.17937086579847028)	(64.0, 0.19561186969946046)	(65.0, 0.1765365631786299)	(66.0, 0.11787099784098122)	(67.0, 0.029962627695455532)	(68.0, 0.010077520426099159)	(69.0, 0.0068383174319958575)	(70.0, 0.006028516683470032)	(71.0, 0.0014846347056306796)	(72.0, 0.0007198228875785113)	(73.0, 0.0003149225133155987)	(74.0, 0.0005398671656838835)	(75.0, 0.0003149225133155987)	(76.0, 0.00013496679142097087)	(77.0, 0.00013496679142097087)	(78.0, 0.00017995572189462782)	(79.0, 8.997786094731391e-05)	(80.0, 4.4988930473656956e-05)	(81.0, 0.0003149225133155987)	(82.0, 4.4988930473656956e-05)	(83.0, 4.4988930473656956e-05)	(84.0, 0.0)	(85.0, 4.4988930473656956e-05)	(86.0, 0.00013496679142097087)	(87.0, 4.4988930473656956e-05)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 4.4988930473656956e-05)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR22279252_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 4.48611144756947e-05)	(9.0, 4.48611144756947e-05)	(10.0, 8.97222289513894e-05)	(11.0, 0.00022430557237847348)	(12.0, 0.0003588889158055576)	(13.0, 0.00031402780132986285)	(14.0, 0.0002691666868541682)	(15.0, 0.00022430557237847348)	(16.0, 0.0003588889158055576)	(17.0, 0.00044861114475694695)	(18.0, 0.0008075000605625045)	(19.0, 0.00031402780132986285)	(20.0, 0.0004934722592326417)	(21.0, 0.0007177778316111152)	(22.0, 0.0005383333737083364)	(23.0, 0.0005383333737083364)	(24.0, 0.0005831944881840311)	(25.0, 0.0006280556026597257)	(26.0, 0.0008075000605625045)	(27.0, 0.0006729167171354205)	(28.0, 0.0009420834039895887)	(29.0, 0.0012561112053194514)	(30.0, 0.0013009723197951462)	(31.0, 0.0015252778921736197)	(32.0, 0.001345833434270841)	(33.0, 0.001615000121125009)	(34.0, 0.0020187501514062614)	(35.0, 0.0019738890369305666)	(36.0, 0.0017944445790277878)	(37.0, 0.0030505557843472394)	(38.0, 0.0027813890974930713)	(39.0, 0.002915972440920155)	(40.0, 0.0039029169593854385)	(41.0, 0.006011389339743089)	(42.0, 0.007536667231916709)	(43.0, 0.009196528467517413)	(44.0, 0.011708750878156315)	(45.0, 0.013323750999281325)	(46.0, 0.01641916789810426)	(47.0, 0.021219307147003593)	(48.0, 0.03180653016326754)	(49.0, 0.05298097619579544)	(50.0, 0.11192848061685827)	(51.0, 0.20438723755126503)	(52.0, 0.6478842152579828)	(53.0, 1.479698999866314)	(54.0, 3.3827971981542344)	(55.0, 7.158443175772127)	(56.0, 10.462957729166273)	(57.0, 14.499157059659002)	(58.0, 19.115545183665887)	(59.0, 18.98028892352167)	(60.0, 12.527107328421938)	(61.0, 6.003583505824318)	(62.0, 2.5468103298996634)	(63.0, 1.1035385549876138)	(64.0, 0.5785289322785588)	(65.0, 0.3738725280404396)	(66.0, 0.2521643244678799)	(67.0, 0.15095765021071267)	(68.0, 0.08353139515374353)	(69.0, 0.04719389242843082)	(70.0, 0.028352224348639047)	(71.0, 0.014669584433552166)	(72.0, 0.00906194512409033)	(73.0, 0.006818889400305594)	(74.0, 0.003947778073861133)	(75.0, 0.002871111326444461)	(76.0, 0.0022430557237847347)	(77.0, 0.0021084723803576504)	(78.0, 0.0015701390066493145)	(79.0, 0.0012561112053194514)	(80.0, 0.0013009723197951462)	(81.0, 0.0010766667474166728)	(82.0, 0.0009420834039895887)	(83.0, 0.0007626389460868099)	(84.0, 0.0009420834039895887)	(85.0, 0.0008075000605625045)	(86.0, 0.0006280556026597257)	(87.0, 0.00031402780132986285)	(88.0, 0.0005383333737083364)	(89.0, 0.0003588889158055576)	(90.0, 0.0007177778316111152)	(91.0, 0.00040375003028125225)	(92.0, 0.0001345833434270841)	(93.0, 0.00031402780132986285)	(94.0, 8.97222289513894e-05)	(95.0, 0.0002691666868541682)	(96.0, 0.0001794444579027788)	(97.0, 0.0001794444579027788)	(98.0, 0.0001794444579027788)	(99.0, 0.00040375003028125225)	(100.0, 0.0010766667474166724)
