Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR33022240_1	(1.0, 1.7104217445504395)	(2.0, 0.4242164886250973)	(3.0, 0.1435318946475893)	(4.0, 0.07017114849437701)	(5.0, 0.05581795902961808)	(6.0, 0.04146476956485914)	(7.0, 0.053957360395297464)	(8.0, 0.04252796878447091)	(9.0, 0.03109857717364435)	('>10', 0.7506186490459116)	('>50', 0.4837556449233566)	('>100', 2.7380037903052177)	('>500', 19.316735021516493)	('>1k', 74.13767898294363)	('>5k', 0.0)	('>10k+', 0.0)
SRR33022240_2	(1.0, 0.421026890966262)	(2.0, 0.15735348450254236)	(3.0, 0.08930873444738892)	(4.0, 0.07548714459243587)	(5.0, 0.08372693854442712)	(6.0, 0.09568792976505956)	(7.0, 0.0744239453728241)	(8.0, 0.09994072664350664)	(9.0, 0.09568792976505956)	('>10', 2.041608301459507)	('>50', 0.8500277760796123)	('>100', 1.9198719908139588)	('>500', 2.2266049656719553)	('>1k', 3.7421954532285375)	('>5k', 0.0)	('>10k+', 88.02704778814693)
SRR33022241_1	(1.0, 1.7914123712735295)	(2.0, 0.49907303408798737)	(3.0, 0.14939713384846476)	(4.0, 0.08877220996792834)	(5.0, 0.08931350393114741)	(6.0, 0.06170751180697458)	(7.0, 0.060624923880536426)	(8.0, 0.045468692910402314)	(9.0, 0.04140898818625925)	('>10', 0.6076024737134119)	('>50', 0.3883784186096864)	('>100', 2.605247844973409)	('>500', 21.83823429909198)	('>1k', 71.7333585937183)	('>5k', 0.0)	('>10k+', 0.0)
SRR33022241_2	(1.0, 0.4598292217546044)	(2.0, 0.17375536219332313)	(3.0, 0.12179114172429191)	(4.0, 0.1158369081288821)	(5.0, 0.12585084644843497)	(6.0, 0.0828179763725185)	(7.0, 0.10609361679093873)	(8.0, 0.11475432020244394)	(9.0, 0.09499709054494769)	('>10', 2.0617887059014577)	('>50', 0.6839249225273015)	('>100', 2.0685548804416958)	('>500', 2.1329688620647658)	('>1k', 4.2748690745226465)	('>5k', 4.953381057417757)	('>10k+', 82.428786012964)
SRR33022242_1	(1.0, 1.0333802276505948)	(2.0, 0.5166901138252974)	(3.0, 0.2564266530246835)	(4.0, 0.12533572068039392)	(5.0, 0.0639467962655071)	(6.0, 0.044762757385854966)	(7.0, 0.03133393017009848)	(8.0, 0.040925949609924545)	(9.0, 0.023020846655582555)	('>10', 0.530758409003709)	('>50', 0.2532293132114081)	('>100', 2.125378351877904)	('>500', 1.0259197680862855)	('>1k', 47.175683164940104)	('>5k', 46.75320799761265)	('>10k+', 0.0)
SRR33022242_2	(1.0, 0.2523766892612014)	(2.0, 0.08185189921984909)	(3.0, 0.053075840900370895)	(4.0, 0.040925949609924545)	(5.0, 0.043696977448096516)	(6.0, 0.03069446220744341)	(7.0, 0.029841838257236648)	(8.0, 0.015347231103721704)	(9.0, 0.04220488553523469)	('>10', 1.0299697318497676)	('>50', 0.6829517841156157)	('>100', 3.330562305495161)	('>500', 1.5645649486294069)	('>1k', 0.34744425970925524)	('>5k', 0.0)	('>10k+', 92.45449119665771)
SRR33022243_1	(1.0, 1.250091026045586)	(2.0, 0.5503489883420462)	(3.0, 0.23236466909549902)	(4.0, 0.11563066154419895)	(5.0, 0.05516730035505674)	(6.0, 0.046340532298247666)	(7.0, 0.0278043193789486)	(8.0, 0.042368486672683586)	(9.0, 0.03773443344285881)	('>10', 0.7039347525305241)	('>50', 0.3409339161942507)	('>100', 2.1819770636432043)	('>500', 2.6427343562086385)	('>1k', 90.62111760123751)	('>5k', 1.1514518930107445)	('>10k+', 0.0)
SRR33022243_2	(1.0, 0.22155187822590788)	(2.0, 0.07546886688571762)	(3.0, 0.048326555111029706)	(4.0, 0.03442439542155541)	(5.0, 0.0220669201420227)	(6.0, 0.01986022812782043)	(7.0, 0.02934900378889019)	(8.0, 0.014122828890894527)	(9.0, 0.017874205315038385)	('>10', 0.4565645777384496)	('>50', 0.742772531980484)	('>100', 2.2567839229246616)	('>500', 2.7246026299355424)	('>1k', 1.0735556649094042)	('>5k', 0.0)	('>10k+', 92.26267579060257)
SRR33022244_1	(1.0, 1.0865412841454245)	(2.0, 0.5609641344866273)	(3.0, 0.27987888000193023)	(4.0, 0.1335054427595414)	(5.0, 0.06534528448320927)	(6.0, 0.056699600690046204)	(7.0, 0.035185922414035765)	(8.0, 0.043429481379609856)	(9.0, 0.03619123448300822)	('>10', 0.4252470051753466)	('>50', 0.31023930448489817)	('>100', 2.4593954455342026)	('>500', 1.8439433969092687)	('>1k', 50.023122177586366)	('>5k', 42.640311405466484)	('>10k+', 0.0)
SRR33022244_2	(1.0, 0.26238645000180955)	(2.0, 0.0872610875868087)	(3.0, 0.05609641344866273)	(4.0, 0.044233731034787824)	(5.0, 0.04121779482787047)	(6.0, 0.028952987586406576)	(7.0, 0.02533386413810575)	(8.0, 0.038603983448542094)	(9.0, 0.028952987586406576)	('>10', 0.9285062269029553)	('>50', 0.8504940103506932)	('>100', 3.6468700614044613)	('>500', 1.3155513734573485)	('>1k', 0.2639949493121655)	('>5k', 0.0)	('>10k+', 92.38154407891298)
