Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR33022245_1	(1.0, 0.7411479742645453)	(2.0, 0.49133832185880466)	(3.0, 0.27672284700193917)	(4.0, 0.16837998670442184)	(5.0, 0.07820928344194455)	(6.0, 0.0496858977160589)	(7.0, 0.027373249204680598)	(8.0, 0.03680436867856215)	(9.0, 0.02277270311986033)	('>10', 0.377934860867985)	('>50', 0.1973634270387895)	('>100', 0.6535075713487191)	('>500', 0.8356891963076016)	('>1k', 12.8840593378434)	('>5k', 71.30777423280144)	('>10k+', 11.851236741801252)
SRR33022245_2	(1.0, 0.2592407718796221)	(2.0, 0.08050955648435469)	(3.0, 0.06279745405779666)	(4.0, 0.04324513319731052)	(5.0, 0.03680436867856215)	(6.0, 0.028983440334367692)	(7.0, 0.04991592502029991)	(8.0, 0.02944349494284972)	(9.0, 0.016561965905352964)	('>10', 1.0664065824613382)	('>50', 0.7418380561772683)	('>100', 3.5343695296631714)	('>500', 1.2081034018738024)	('>1k', 0.27856306543586723)	('>5k', 0.0)	('>10k+', 92.56321725388804)
SRR33022246_1	(1.0, 1.441952573800973)	(2.0, 0.5055907898423372)	(3.0, 0.17479177810040497)	(4.0, 0.07004406408395099)	(5.0, 0.06686024298922595)	(6.0, 0.0496676090777107)	(7.0, 0.051259519625073226)	(8.0, 0.03565879626092051)	(9.0, 0.04584702376404065)	('>10', 0.6074730648735386)	('>50', 0.3597717837039301)	('>100', 2.6584906140954128)	('>500', 3.3554290517307255)	('>1k', 90.57716308805176)	('>5k', 0.0)	('>10k+', 0.0)
SRR33022246_2	(1.0, 0.24642775273171852)	(2.0, 0.08532640533863121)	(3.0, 0.053488194391380764)	(4.0, 0.022923511882020325)	(5.0, 0.025470568757800363)	(6.0, 0.02865438985252541)	(7.0, 0.02897277196199791)	(8.0, 0.012735284378900182)	(9.0, 0.051577901734545725)	('>10', 0.7125391609994651)	('>50', 0.7819464608644711)	('>100', 3.1354270140852245)	('>500', 1.930350729731795)	('>1k', 0.7797177860981636)	('>5k', 0.0)	('>10k+', 92.10444206719136)
SRR33022247_1	(1.0, 2.014247722129171)	(2.0, 0.4328186774572058)	(3.0, 0.18297270270186594)	(4.0, 0.13126975625311535)	(5.0, 0.09752352174464936)	(6.0, 0.07801881739571949)	(7.0, 0.06068130241889294)	(8.0, 0.042105393515150205)	(9.0, 0.06130049938235103)	('>10', 1.6743085891906786)	('>50', 1.425701008362255)	('>100', 10.217369094021963)	('>500', 51.984061870160595)	('>1k', 31.597621045266393)	('>5k', 0.0)	('>10k+', 0.0)
SRR33022247_2	(1.0, 0.37832934467289375)	(2.0, 0.176471134585556)	(3.0, 0.12445858965507633)	(4.0, 0.1263161805454506)	(5.0, 0.12848336991755394)	(6.0, 0.09287954451871368)	(7.0, 0.10402508986095932)	(8.0, 0.09659472629946222)	(9.0, 0.11145545342245641)	('>10', 1.8157950953408526)	('>50', 0.47120888919160736)	('>100', 2.6257047235440356)	('>500', 2.6839092381090963)	('>1k', 0.6012402515178065)	('>5k', 2.452948770739228)	('>10k+', 88.01017959807925)
SRR33022248_1	(1.0, 1.3330891327355727)	(2.0, 0.5335252190204275)	(3.0, 0.21304813020042307)	(4.0, 0.12277595270809294)	(5.0, 0.0818023741510289)	(6.0, 0.07340496229127727)	(7.0, 0.05422121968063774)	(8.0, 0.05328013042049316)	(9.0, 0.03974292337072112)	('>10', 0.7506272721876271)	('>50', 0.544021983845117)	('>100', 3.510480114783933)	('>500', 3.25747188676814)	('>1k', 89.43250869783651)	('>5k', 0.0)	('>10k+', 0.0)
SRR33022248_2	(1.0, 0.20045201241079558)	(2.0, 0.06384928672673229)	(3.0, 0.04473793559764235)	(4.0, 0.037643570405783214)	(5.0, 0.030042464843076985)	(6.0, 0.03691965559028738)	(7.0, 0.023310057058965758)	(8.0, 0.03416877929140322)	(9.0, 0.028667026693634905)	('>10', 1.076244156197652)	('>50', 0.8898360912074753)	('>100', 1.3746418431450333)	('>500', 1.0585082432180042)	('>1k', 3.064982937327799)	('>5k', 0.5181058334503662)	('>10k+', 91.51789010683535)
SRR33022249_1	(1.0, 0.25623468951090594)	(2.0, 0.20035104404002285)	(3.0, 0.1977098815008888)	(4.0, 0.1944398707381515)	(5.0, 0.1846193576462127)	(6.0, 0.16375207742630868)	(7.0, 0.1382942051741003)	(8.0, 0.1138634516871107)	(9.0, 0.09093145313304238)	('>10', 0.5644017614877208)	('>50', 0.2436262826276591)	('>100', 0.7245694040394904)	('>500', 0.5062437816081389)	('>1k', 3.407780927725111)	('>5k', 2.9937891805195815)	('>10k+', 90.01939263113556)
SRR33022249_2	(1.0, 0.14573557582007313)	(2.0, 0.05611422315287101)	(3.0, 0.03411501613048098)	(4.0, 0.02557316109320233)	(5.0, 0.02048997128574203)	(6.0, 0.016098514524245402)	(7.0, 0.01100484391305838)	(8.0, 0.013583121629832056)	(9.0, 0.009055414419888037)	('>10', 0.22645872612328802)	('>50', 0.21019251873941502)	('>100', 1.281393544432791)	('>500', 0.9560589159516051)	('>1k', 2.0174708709642224)	('>5k', 0.7691966663078739)	('>10k+', 94.20745891551141)
SRR33022250_1	(1.0, 1.5828620604868453)	(2.0, 0.5046717482173592)	(3.0, 0.1871772805507745)	(4.0, 0.1044996311777723)	(5.0, 0.06761740840914679)	(6.0, 0.08114089009097615)	(7.0, 0.04948364888123924)	(8.0, 0.04425866732235063)	(9.0, 0.058089500860585196)	('>10', 0.774526678141136)	('>50', 1.0557536267519056)	('>100', 4.0238505040570445)	('>500', 6.075116793705434)	('>1k', 85.39095156134742)	('>5k', 0.0)	('>10k+', 0.0)
SRR33022250_2	(1.0, 0.32825178264076715)	(2.0, 0.14629948364888123)	(3.0, 0.1041922793213671)	(4.0, 0.12171133513646422)	(5.0, 0.10757314974182443)	(6.0, 0.0922055569215638)	(7.0, 0.10757314974182443)	(8.0, 0.11310548315711826)	(9.0, 0.11064666830587658)	('>10', 1.7869436931399065)	('>50', 0.5827391197442833)	('>100', 2.414863535775756)	('>500', 1.2164986476518318)	('>1k', 0.6147037128104254)	('>5k', 2.7298991885910993)	('>10k+', 89.42279321367101)
SRR33022251_1	(1.0, 0.8291568470014397)	(2.0, 0.535818334357849)	(3.0, 0.3261764075743408)	(4.0, 0.18020795998582365)	(5.0, 0.11112824199125793)	(6.0, 0.07448595679414044)	(7.0, 0.0462533763963614)	(8.0, 0.035240667730561066)	(9.0, 0.034239512397306486)	('>10', 0.4749480900959707)	('>50', 0.26430500797920803)	('>100', 1.4216405732214976)	('>500', 0.6179130716847242)	('>1k', 20.088582223886362)	('>5k', 70.86597934015855)	('>10k+', 4.093924388744611)
SRR33022251_2	(1.0, 0.2232576393157704)	(2.0, 0.07408549466083861)	(3.0, 0.0462533763963614)	(4.0, 0.04004621333018303)	(5.0, 0.01601848533207321)	(6.0, 0.032437432797448255)	(7.0, 0.021024261998346092)	(8.0, 0.017620333865280533)	(9.0, 0.019822875598440603)	('>10', 0.46513676783007596)	('>50', 0.7418561019416406)	('>100', 2.036349947839807)	('>500', 2.7359572947181046)	('>1k', 1.958860525045903)	('>5k', 0.0)	('>10k+', 91.57127324932972)
SRR33022252_1	(1.0, 1.7942143997267765)	(2.0, 0.38801516959061555)	(3.0, 0.14657296748594156)	(4.0, 0.09012577288779577)	(5.0, 0.06522259880037853)	(6.0, 0.051229386694115496)	(7.0, 0.0680686758389405)	(8.0, 0.03605030915511831)	(9.0, 0.051229386694115496)	('>10', 1.3715719595003237)	('>50', 1.7038514537524339)	('>100', 11.597763932140035)	('>500', 23.435072681692372)	('>1k', 59.20101130604104)	('>5k', 0.0)	('>10k+', 0.0)
SRR33022252_2	(1.0, 0.4053288049085342)	(2.0, 0.15084208304378455)	(3.0, 0.12095827413888383)	(4.0, 0.09961269634966902)	(5.0, 0.1055420235133398)	(6.0, 0.11384308154247888)	(7.0, 0.09629227313801339)	(8.0, 0.08727969584923381)	(9.0, 0.05549850225195845)	('>10', 1.8309762281415354)	('>50', 0.43687282541926276)	('>100', 2.9603944662775445)	('>500', 1.9626072911750267)	('>1k', 5.875963219197739)	('>5k', 1.8300275357953482)	('>10k+', 83.86796099925765)
SRR33022253_1	(1.0, 1.6550564164377157)	(2.0, 0.2662849710422781)	(3.0, 0.1208429487524426)	(4.0, 0.10024122466487605)	(5.0, 0.06611001013174342)	(6.0, 0.06088270700504743)	(7.0, 0.07210603430648294)	(8.0, 0.041818425013567924)	(9.0, 0.05949900911856907)	('>10', 2.2099192689155345)	('>50', 2.1304335125478335)	('>100', 29.04581731190549)	('>500', 49.738404227350784)	('>1k', 14.43258393280763)	('>5k', 0.0)	('>10k+', 0.0)
SRR33022253_2	(1.0, 0.2327687333475803)	(2.0, 0.08056196583496174)	(3.0, 0.06272763752035189)	(4.0, 0.05842279965130814)	(5.0, 0.05227303126695991)	(6.0, 0.044278332367307216)	(7.0, 0.055962892297568845)	(8.0, 0.041818425013567924)	(9.0, 0.04981312391322062)	('>10', 1.5294473971874034)	('>50', 0.4484718594285943)	('>100', 1.8449305153044673)	('>500', 1.14739303630977)	('>1k', 1.443504384016137)	('>5k', 0.0)	('>10k+', 92.9076258665408)
SRR33022254_1	(1.0, 1.9636703135801399)	(2.0, 0.4698727874272042)	(3.0, 0.18672469076911696)	(4.0, 0.13774772269852892)	(5.0, 0.11096344328492605)	(6.0, 0.06734333109705858)	(7.0, 0.055354177454779205)	(8.0, 0.06326191709117623)	(9.0, 0.04362011218786748)	('>10', 1.626188392968744)	('>50', 1.582313192405509)	('>100', 10.184913563304008)	('>500', 40.82995553809617)	('>1k', 42.678070817634776)	('>5k', 0.0)	('>10k+', 0.0)
SRR33022254_2	(1.0, 0.3811020327992633)	(2.0, 0.14846143446397003)	(3.0, 0.11478976891544075)	(4.0, 0.11427959216470546)	(5.0, 0.09438269888602907)	(6.0, 0.09795393614117612)	(7.0, 0.08392407549595557)	(8.0, 0.08979110812941143)	(9.0, 0.09871920126727905)	('>10', 2.014687988653669)	('>50', 0.5810913190874979)	('>100', 2.713119960410284)	('>500', 1.3861502317477892)	('>1k', 0.8525053504786733)	('>5k', 3.257733641820209)	('>10k+', 87.97130765953864)
SRR33022255_1	(1.0, 1.781108598983339)	(2.0, 0.476203344232565)	(3.0, 0.218885395930353)	(4.0, 0.16574038210364178)	(5.0, 0.12310426931611074)	(6.0, 0.10989307943828422)	(7.0, 0.06515518644291715)	(8.0, 0.05764882855778845)	(9.0, 0.07025950980480467)	('>10', 1.585042531023777)	('>50', 1.0737094318888099)	('>100', 10.782432720514276)	('>500', 26.215804786654296)	('>1k', 57.275011935109035)	('>5k', 0.0)	('>10k+', 0.0)
SRR33022255_2	(1.0, 0.36330772164022923)	(2.0, 0.15613224401067705)	(3.0, 0.12880910130880857)	(4.0, 0.10689053628423273)	(5.0, 0.10508901039180185)	(6.0, 0.1152976571155769)	(7.0, 0.1240050322623262)	(8.0, 0.10568951902261214)	(9.0, 0.129709864255024)	('>10', 1.953454576025894)	('>50', 0.6197249069962258)	('>100', 2.5269403184497268)	('>500', 1.2730782973178283)	('>1k', 1.399785618418801)	('>5k', 0.0)	('>10k+', 90.89208559650024)
SRR33022256_1	(1.0, 1.910226997953539)	(2.0, 0.5024740358926876)	(3.0, 0.1663118287813825)	(4.0, 0.10143842039148153)	(5.0, 0.05897582580900089)	(6.0, 0.06900171619653105)	(7.0, 0.041283078066300626)	(8.0, 0.05897582580900089)	(9.0, 0.06103997971231592)	('>10', 0.6611190073188999)	('>50', 0.3915994833717659)	('>100', 1.8477126225959979)	('>500', 21.133102541268332)	('>1k', 72.99673863683276)	('>5k', 0.0)	('>10k+', 0.0)
SRR33022256_2	(1.0, 0.43524159447042654)	(2.0, 0.14861908103868224)	(3.0, 0.09465620042344643)	(4.0, 0.07784809006788117)	(5.0, 0.08109176048737622)	(6.0, 0.07430954051934112)	(7.0, 0.07018123271271105)	(8.0, 0.07548905703552114)	(9.0, 0.050424331066695756)	('>10', 2.047345792959466)	('>50', 0.8179947039708424)	('>100', 1.8326737870147027)	('>500', 1.8362123365632428)	('>1k', 6.474661036441162)	('>5k', 0.0)	('>10k+', 85.8832514552285)
SRR33022257_1	(1.0, 1.8977842224426975)	(2.0, 0.4060138899488666)	(3.0, 0.1274517286117683)	(4.0, 0.07428324302322624)	(5.0, 0.0725024803480119)	(6.0, 0.06563382431504235)	(7.0, 0.03561525350428655)	(8.0, 0.05698440560685848)	(9.0, 0.03434328016484774)	('>10', 0.8267826706352235)	('>50', 0.49835915439212397)	('>100', 3.6503090895214836)	('>500', 42.34806278460403)	('>1k', 49.90587397288152)	('>5k', 0.0)	('>10k+', 0.0)
SRR33022257_2	(1.0, 0.34088885496959986)	(2.0, 0.11040728586328831)	(3.0, 0.07021292833702206)	(4.0, 0.07224808568012414)	(5.0, 0.06105472029306265)	(6.0, 0.05189651224910325)	(7.0, 0.06944974433335876)	(8.0, 0.05291409092065431)	(9.0, 0.041211936197817295)	('>10', 1.819430664733267)	('>50', 0.7995624411712331)	('>100', 1.7998422753059093)	('>500', 1.6632323386501817)	('>1k', 4.9772316772240455)	('>5k', 0.0)	('>10k+', 88.07041644407133)
SRR33022258_1	(1.0, 1.8157511251724834)	(2.0, 0.4900464684414373)	(3.0, 0.1631338901522153)	(4.0, 0.08597306463884866)	(5.0, 0.04728518555136675)	(6.0, 0.05545262669205738)	(7.0, 0.051153973460114945)	(8.0, 0.04298653231942433)	(9.0, 0.03095030326998551)	('>10', 0.7716082551336666)	('>50', 0.47091746155929354)	('>100', 3.1674626339567817)	('>500', 14.656258194307723)	('>1k', 78.1510202853446)	('>5k', 0.0)	('>10k+', 0.0)
SRR33022258_2	(1.0, 0.34926557509532263)	(2.0, 0.12337134775674782)	(3.0, 0.07995495011412924)	(4.0, 0.04986437749053222)	(5.0, 0.03868787908748189)	(6.0, 0.06190060653997102)	(7.0, 0.05416303072247465)	(8.0, 0.05330330007608617)	(9.0, 0.06190060653997102)	('>10', 1.503668900533463)	('>50', 0.9491426336128891)	('>100', 2.4412051704201074)	('>500', 1.120229032244198)	('>1k', 5.683464370612687)	('>5k', 0.0)	('>10k+', 87.42987821915393)
SRR33022259_1	(1.0, 1.5273492736855636)	(2.0, 0.5570553198783048)	(3.0, 0.23058876462270214)	(4.0, 0.11569610489780179)	(5.0, 0.061597463255774094)	(6.0, 0.03856536829926726)	(7.0, 0.03936881347216866)	(8.0, 0.02785276599391524)	(9.0, 0.036155032780563055)	('>10', 0.6296332004970647)	('>50', 0.4435017354415735)	('>100', 2.3315978917598663)	('>500', 3.0651433346188455)	('>1k', 90.8958949307966)	('>5k', 0.0)	('>10k+', 0.0)
SRR33022259_2	(1.0, 0.4322535030209539)	(2.0, 0.16658096584822385)	(3.0, 0.14220979560354802)	(4.0, 0.1285512276642242)	(5.0, 0.10980417362985817)	(6.0, 0.14140635043064662)	(7.0, 0.11998114581994257)	(8.0, 0.11783862535887218)	(9.0, 0.130158118010027)	('>10', 2.2426832926254447)	('>50', 0.6845352873119939)	('>100', 2.819289111711017)	('>500', 0.802373912670866)	('>1k', 2.965516133179072)	('>5k', 1.8318549942151947)	('>10k+', 87.16496336290011)
SRR33022260_1	(1.0, 1.8227597874589223)	(2.0, 0.46894670961737556)	(3.0, 0.13743745874170776)	(4.0, 0.08368895125479318)	(5.0, 0.07214564763344239)	(6.0, 0.06493108287009816)	(7.0, 0.030301172006045804)	(8.0, 0.025972433148039265)	(9.0, 0.02921898729154417)	('>10', 0.7358856058611124)	('>50', 0.3466598368786907)	('>100', 6.572468499406601)	('>500', 23.779205459982613)	('>1k', 65.83037836784902)	('>5k', 0.0)	('>10k+', 0.0)
SRR33022260_2	(1.0, 0.6576075781788274)	(2.0, 0.24313083252470086)	(3.0, 0.17964266260727157)	(4.0, 0.13707673050354055)	(5.0, 0.10461118906849147)	(6.0, 0.12120468802418322)	(7.0, 0.14393056702871757)	(8.0, 0.12986216574019632)	(9.0, 0.11362939502267176)	('>10', 2.193949144532983)	('>50', 0.716406281000083)	('>100', 2.205131719916167)	('>500', 2.862739298094994)	('>1k', 11.50362351515239)	('>5k', 0.0)	('>10k+', 78.68745423260478)
SRR33022261_1	(1.0, 1.7736348570495473)	(2.0, 0.4961313566830075)	(3.0, 0.14487869449356733)	(4.0, 0.09589093448495102)	(5.0, 0.05385179291727322)	(6.0, 0.07504507916213558)	(7.0, 0.04377629617791243)	(8.0, 0.05280950015113245)	(9.0, 0.04377629617791243)	('>10', 0.7476713442449805)	('>50', 0.5218412449144799)	('>100', 2.0366400650390686)	('>500', 7.720609949726745)	('>1k', 86.19344258877729)	('>5k', 0.0)	('>10k+', 0.0)
SRR33022261_2	(1.0, 0.4641677118546905)	(2.0, 0.18413838868486973)	(3.0, 0.14696328002584885)	(4.0, 0.09172176342038794)	(5.0, 0.11465220427548492)	(6.0, 0.09172176342038794)	(7.0, 0.10700872399045258)	(8.0, 0.10006010554951411)	(9.0, 0.10318698384793644)	('>10', 2.1109902823571103)	('>50', 0.8095140483693329)	('>100', 2.1363527396665356)	('>500', 1.837909577628228)	('>1k', 3.9391717941680247)	('>5k', 4.942552297039541)	('>10k+', 82.81988833570165)
SRR33022262_1	(1.0, 1.1703214233838335)	(2.0, 0.5127649420026884)	(3.0, 0.24208776488436273)	(4.0, 0.11527988804017275)	(5.0, 0.08530711714972783)	(6.0, 0.06640121551113949)	(7.0, 0.0435757976791853)	(8.0, 0.025822694920998694)	(9.0, 0.0435757976791853)	('>10', 0.6338088244448697)	('>50', 0.22087626548497097)	('>100', 1.9069599079605375)	('>500', 2.0671989523363776)	('>1k', 80.57257214791792)	('>5k', 12.29344726060402)	('>10k+', 0.0)
SRR33022262_2	(1.0, 0.2688326989096828)	(2.0, 0.08300151938892436)	(3.0, 0.05879274290048809)	(4.0, 0.03227836865124837)	(5.0, 0.03112556977084664)	(6.0, 0.035967325068533895)	(7.0, 0.029050531786123532)	(8.0, 0.033200607755569746)	(9.0, 0.029050531786123532)	('>10', 1.032446677287787)	('>50', 0.895033050743901)	('>100', 3.8623373688979474)	('>500', 0.9280030987233906)	('>1k', 0.26076310674687075)	('>5k', 0.0)	('>10k+', 92.42011680158257)
SRR33022263_1	(1.0, 0.891154778619088)	(2.0, 0.5060459069427307)	(3.0, 0.3168928252214187)	(4.0, 0.16250914113918907)	(5.0, 0.08314421174563162)	(6.0, 0.04421760351926773)	(7.0, 0.0529099529290383)	(8.0, 0.04383967528406031)	(9.0, 0.03741489528553423)	('>10', 0.43423954225332145)	('>50', 0.27966689405348816)	('>100', 1.2405494320683446)	('>500', 2.363752147104786)	('>1k', 22.93400806120926)	('>5k', 70.60965493262485)	('>10k+', 0.0)
SRR33022263_2	(1.0, 0.20804949348168278)	(2.0, 0.06538158469088305)	(3.0, 0.039115572343967606)	(4.0, 0.03779282352074165)	(5.0, 0.0321238999926304)	(6.0, 0.022675694112444987)	(7.0, 0.01587298587871149)	(8.0, 0.027210832934933985)	(9.0, 0.022108801759633864)	('>10', 0.43348368578290675)	('>50', 0.6067637816255071)	('>100', 1.866398589571826)	('>500', 2.5476142335331944)	('>1k', 1.9444407701421578)	('>5k', 0.0)	('>10k+', 92.13096725062879)
SRR33075535_1	(1.0, 1.4264644254684582)	(2.0, 0.6608681319279389)	(3.0, 0.6160068481488307)	(4.0, 0.6558921836404815)	(5.0, 0.6748629864864129)	(6.0, 0.6838818927574295)	(7.0, 0.62261552946811)	(8.0, 0.5579282017311635)	(9.0, 0.45623225860625244)	('>10', 3.5375882356142614)	('>50', 1.0674186568516086)	('>100', 4.355509735365075)	('>500', 2.859382033872213)	('>1k', 11.618139508485157)	('>5k', 9.016107300104883)	('>10k+', 61.191102071471725)
SRR33075535_2	(1.0, 63.4587977465368)	(2.0, 11.667417207045316)	(3.0, 5.896935141140401)	(4.0, 4.451833232196654)	(5.0, 3.6652046948847605)	(6.0, 2.7633900719939124)	(7.0, 2.0850867493449825)	(8.0, 1.565803090986305)	(9.0, 1.2180033117858367)	('>10', 3.227528754085044)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR33075536_1	(1.0, 1.7000924241737496)	(2.0, 0.815263980387945)	(3.0, 0.8232451723641867)	(4.0, 0.8308322314033301)	(5.0, 0.8252158370496785)	(6.0, 0.7206720754843401)	(7.0, 0.6883531746422751)	(8.0, 0.542326921447335)	(9.0, 0.47177712570672964)	('>10', 3.409249905900761)	('>50', 1.2418143515626385)	('>100', 4.9626263442396485)	('>500', 3.626023021304856)	('>1k', 12.470464663026192)	('>5k', 11.3494520566842)	('>10k+', 55.52259071462213)
SRR33075536_2	(1.0, 56.723350931941695)	(2.0, 7.723453990226218)	(3.0, 2.9319792573689503)	(4.0, 2.1969173072561055)	(5.0, 1.8070213832796642)	(6.0, 1.537022915696466)	(7.0, 1.4593273961546638)	(8.0, 1.2711802404254262)	(9.0, 1.1083981187406717)	('>10', 22.524348323536138)	('>50', 0.717000135373988)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR33075537_1	(1.0, 1.7396529201886588)	(2.0, 0.8107154821133902)	(3.0, 0.7869647443339425)	(4.0, 0.8068161072540779)	(5.0, 0.7586056544480346)	(6.0, 0.6689200326838511)	(7.0, 0.5744488145014206)	(8.0, 0.47359680109466085)	(9.0, 0.37965731584759116)	('>10', 2.882346998278958)	('>50', 1.2091606950103952)	('>100', 5.073175314121232)	('>500', 3.786647477015844)	('>1k', 15.274383056861748)	('>5k', 10.937126125279823)	('>10k+', 53.83778246096638)
SRR33075537_2	(1.0, 57.48921488849833)	(2.0, 8.424066174913811)	(3.0, 3.384157370160243)	(4.0, 2.370758005694111)	(5.0, 2.139887162124774)	(6.0, 2.0540474532514943)	(7.0, 1.9714324657708255)	(8.0, 1.9839282116545496)	(9.0, 1.9074171241691806)	('>10', 18.256268701982247)	('>50', 0.01882244178037719)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR33075538_1	(1.0, 1.8787387649067204)	(2.0, 0.8029885197735063)	(3.0, 0.7332082674130518)	(4.0, 0.7665515407084414)	(5.0, 0.756239188142857)	(6.0, 0.7393956789524024)	(7.0, 0.6568968584277272)	(8.0, 0.5761167633306492)	(9.0, 0.4772041149724187)	('>10', 3.6611429695966065)	('>50', 1.4620337849857303)	('>100', 5.295307106156217)	('>500', 4.9317107419479855)	('>1k', 19.145054410550223)	('>5k', 11.79784695265685)	('>10k+', 46.31956433747861)
