Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
SRR33022260_1	(13.0, 1.0)	(14.0, 1.0)	(15.0, 8.0)	(16.0, 20.0)	(17.0, 51.0)	(18.0, 77.0)	(19.0, 219.0)	(20.0, 406.0)	(21.0, 648.0)	(22.0, 892.0)	(23.0, 1064.0)	(24.0, 1452.0)	(25.0, 2048.0)	(26.0, 2738.0)	(27.0, 3626.0)	(28.0, 4730.0)	(29.0, 6064.0)	(30.0, 7885.0)	(31.0, 10112.0)	(32.0, 13240.0)	(33.0, 18202.0)	(34.0, 26407.0)	(35.0, 45065.0)	(36.0, 99381.0)	(37.0, 96116.0)											
SRR33022260_2	(11.0, 2.0)	(12.0, 26.0)	(13.0, 119.0)	(14.0, 364.0)	(15.0, 430.0)	(16.0, 432.0)	(17.0, 545.0)	(18.0, 822.0)	(19.0, 1278.0)	(20.0, 1796.0)	(21.0, 2512.0)	(22.0, 3335.0)	(23.0, 4514.0)	(24.0, 6068.0)	(25.0, 7691.0)	(26.0, 9833.0)	(27.0, 12448.0)	(28.0, 16071.0)	(29.0, 20304.0)	(30.0, 25976.0)	(31.0, 32851.0)	(32.0, 41504.0)	(33.0, 51182.0)	(34.0, 55295.0)	(35.0, 38082.0)	(36.0, 6950.0)	(37.0, 23.0)									
SRR33022261_1	(13.0, 1.0)	(14.0, 1.0)	(15.0, 12.0)	(16.0, 87.0)	(17.0, 242.0)	(18.0, 365.0)	(19.0, 535.0)	(20.0, 658.0)	(21.0, 776.0)	(22.0, 971.0)	(23.0, 1257.0)	(24.0, 1568.0)	(25.0, 2184.0)	(26.0, 2882.0)	(27.0, 3856.0)	(28.0, 4877.0)	(29.0, 6417.0)	(30.0, 8155.0)	(31.0, 10584.0)	(32.0, 13972.0)	(33.0, 18971.0)	(34.0, 27778.0)	(35.0, 47236.0)	(36.0, 102479.0)	(37.0, 97743.0)											
SRR33022261_2	(11.0, 2.0)	(12.0, 52.0)	(13.0, 503.0)	(14.0, 857.0)	(15.0, 561.0)	(16.0, 457.0)	(17.0, 637.0)	(18.0, 870.0)	(19.0, 1247.0)	(20.0, 1833.0)	(21.0, 2549.0)	(22.0, 3451.0)	(23.0, 4755.0)	(24.0, 6215.0)	(25.0, 7751.0)	(26.0, 9983.0)	(27.0, 12776.0)	(28.0, 16383.0)	(29.0, 20914.0)	(30.0, 26768.0)	(31.0, 34585.0)	(32.0, 43685.0)	(33.0, 52920.0)	(34.0, 57218.0)	(35.0, 39108.0)	(36.0, 7498.0)	(37.0, 29.0)									
SRR33022262_1	(14.0, 8.0)	(15.0, 79.0)	(16.0, 186.0)	(17.0, 239.0)	(18.0, 350.0)	(19.0, 603.0)	(20.0, 1102.0)	(21.0, 1772.0)	(22.0, 2553.0)	(23.0, 3495.0)	(24.0, 4759.0)	(25.0, 6545.0)	(26.0, 8559.0)	(27.0, 11018.0)	(28.0, 13788.0)	(29.0, 17770.0)	(30.0, 22224.0)	(31.0, 28722.0)	(32.0, 37740.0)	(33.0, 52194.0)	(34.0, 77390.0)	(35.0, 128518.0)	(36.0, 195380.0)	(37.0, 56876.0)												
SRR33022262_2	(11.0, 17.0)	(12.0, 60.0)	(13.0, 194.0)	(14.0, 689.0)	(15.0, 1067.0)	(16.0, 1637.0)	(17.0, 2792.0)	(18.0, 4265.0)	(19.0, 5838.0)	(20.0, 7940.0)	(21.0, 11223.0)	(22.0, 14976.0)	(23.0, 19473.0)	(24.0, 24301.0)	(25.0, 29765.0)	(26.0, 35671.0)	(27.0, 42533.0)	(28.0, 50680.0)	(29.0, 59809.0)	(30.0, 69191.0)	(31.0, 77687.0)	(32.0, 81239.0)	(33.0, 72337.0)	(34.0, 45034.0)	(35.0, 12683.0)	(36.0, 765.0)	(37.0, 4.0)									
SRR33022263_1	(14.0, 4.0)	(15.0, 20.0)	(16.0, 80.0)	(17.0, 280.0)	(18.0, 653.0)	(19.0, 1120.0)	(20.0, 1709.0)	(21.0, 2325.0)	(22.0, 2879.0)	(23.0, 3749.0)	(24.0, 5086.0)	(25.0, 6541.0)	(26.0, 8926.0)	(27.0, 11352.0)	(28.0, 14567.0)	(29.0, 18739.0)	(30.0, 23958.0)	(31.0, 30852.0)	(32.0, 41008.0)	(33.0, 56234.0)	(34.0, 83826.0)	(35.0, 140425.0)	(36.0, 226830.0)	(37.0, 80345.0)												
SRR33022263_2	(10.0, 1.0)	(11.0, 12.0)	(12.0, 117.0)	(13.0, 778.0)	(14.0, 1609.0)	(15.0, 1357.0)	(16.0, 1615.0)	(17.0, 2436.0)	(18.0, 3627.0)	(19.0, 5279.0)	(20.0, 7333.0)	(21.0, 10168.0)	(22.0, 13621.0)	(23.0, 17732.0)	(24.0, 22811.0)	(25.0, 28016.0)	(26.0, 35019.0)	(27.0, 42329.0)	(28.0, 52259.0)	(29.0, 62998.0)	(30.0, 75457.0)	(31.0, 87466.0)	(32.0, 97646.0)	(33.0, 97556.0)	(34.0, 69201.0)	(35.0, 23345.0)	(36.0, 1717.0)	(37.0, 3.0)								
SRR33075535_1	(13.0, 10.0)	(14.0, 25.0)	(15.0, 188.0)	(16.0, 749.0)	(17.0, 1648.0)	(18.0, 2279.0)	(19.0, 2445.0)	(20.0, 2210.0)	(21.0, 2162.0)	(22.0, 2731.0)	(23.0, 3637.0)	(24.0, 5508.0)	(25.0, 7870.0)	(26.0, 11495.0)	(27.0, 16691.0)	(28.0, 24043.0)	(29.0, 31093.0)	(30.0, 40315.0)	(31.0, 52374.0)	(32.0, 69538.0)	(33.0, 93518.0)	(34.0, 134060.0)	(35.0, 219099.0)	(36.0, 474428.0)	(37.0, 449142.0)											
SRR33075535_2	(11.0, 1.0)	(12.0, 58.0)	(13.0, 340.0)	(14.0, 2411.0)	(15.0, 4233.0)	(16.0, 3554.0)	(17.0, 3667.0)	(18.0, 4412.0)	(19.0, 5893.0)	(20.0, 8179.0)	(21.0, 11830.0)	(22.0, 17381.0)	(23.0, 26647.0)	(24.0, 35682.0)	(25.0, 44831.0)	(26.0, 56477.0)	(27.0, 70594.0)	(28.0, 87584.0)	(29.0, 108110.0)	(30.0, 133095.0)	(31.0, 167268.0)	(32.0, 216599.0)	(33.0, 261634.0)	(34.0, 238030.0)	(35.0, 118065.0)	(36.0, 20271.0)	(37.0, 412.0)									
SRR33075536_1	(12.0, 2.0)	(13.0, 5.0)	(14.0, 39.0)	(15.0, 257.0)	(16.0, 900.0)	(17.0, 1523.0)	(18.0, 1929.0)	(19.0, 1881.0)	(20.0, 1877.0)	(21.0, 1991.0)	(22.0, 2701.0)	(23.0, 3916.0)	(24.0, 5707.0)	(25.0, 8530.0)	(26.0, 12631.0)	(27.0, 18389.0)	(28.0, 25774.0)	(29.0, 32944.0)	(30.0, 41960.0)	(31.0, 53628.0)	(32.0, 69168.0)	(33.0, 91561.0)	(34.0, 129447.0)	(35.0, 209032.0)	(36.0, 398296.0)	(37.0, 259319.0)										
SRR33075536_2	(11.0, 2.0)	(12.0, 48.0)	(13.0, 353.0)	(14.0, 2473.0)	(15.0, 3340.0)	(16.0, 2929.0)	(17.0, 3262.0)	(18.0, 4315.0)	(19.0, 5922.0)	(20.0, 8606.0)	(21.0, 12284.0)	(22.0, 18593.0)	(23.0, 27986.0)	(24.0, 36484.0)	(25.0, 45661.0)	(26.0, 56937.0)	(27.0, 69631.0)	(28.0, 84275.0)	(29.0, 102133.0)	(30.0, 123647.0)	(31.0, 151786.0)	(32.0, 185916.0)	(33.0, 200307.0)	(34.0, 152215.0)	(35.0, 63197.0)	(36.0, 10861.0)	(37.0, 244.0)									
SRR33075537_1	(14.0, 20.0)	(15.0, 212.0)	(16.0, 798.0)	(17.0, 1478.0)	(18.0, 1996.0)	(19.0, 2109.0)	(20.0, 1839.0)	(21.0, 1808.0)	(22.0, 2117.0)	(23.0, 3125.0)	(24.0, 4587.0)	(25.0, 6687.0)	(26.0, 9929.0)	(27.0, 14740.0)	(28.0, 21400.0)	(29.0, 27795.0)	(30.0, 35475.0)	(31.0, 46904.0)	(32.0, 61659.0)	(33.0, 83428.0)	(34.0, 118964.0)	(35.0, 195968.0)	(36.0, 423198.0)	(37.0, 400315.0)												
SRR33075537_2	(11.0, 1.0)	(12.0, 50.0)	(13.0, 332.0)	(14.0, 2468.0)	(15.0, 3722.0)	(16.0, 2991.0)	(17.0, 3431.0)	(18.0, 4345.0)	(19.0, 5728.0)	(20.0, 7909.0)	(21.0, 11077.0)	(22.0, 16786.0)	(23.0, 25876.0)	(24.0, 34217.0)	(25.0, 43073.0)	(26.0, 53500.0)	(27.0, 66719.0)	(28.0, 83236.0)	(29.0, 101684.0)	(30.0, 125497.0)	(31.0, 156579.0)	(32.0, 199422.0)	(33.0, 228883.0)	(34.0, 190824.0)	(35.0, 84623.0)	(36.0, 13332.0)	(37.0, 246.0)									
SRR33075538_1	(13.0, 9.0)	(14.0, 18.0)	(15.0, 128.0)	(16.0, 526.0)	(17.0, 1213.0)	(18.0, 1909.0)	(19.0, 2105.0)	(20.0, 1891.0)	(21.0, 1868.0)	(22.0, 2353.0)	(23.0, 3316.0)	(24.0, 4842.0)	(25.0, 7259.0)	(26.0, 10317.0)	(27.0, 15392.0)	(28.0, 22067.0)	(29.0, 28789.0)	(30.0, 37291.0)	(31.0, 48779.0)	(32.0, 63798.0)	(33.0, 86796.0)	(34.0, 122863.0)	(35.0, 202537.0)	(36.0, 436464.0)	(37.0, 395920.0)											
SRR33075538_2	(12.0, 38.0)	(13.0, 257.0)	(14.0, 1749.0)	(15.0, 3310.0)	(16.0, 3128.0)	(17.0, 3230.0)	(18.0, 4144.0)	(19.0, 5397.0)	(20.0, 7946.0)	(21.0, 11125.0)	(22.0, 16751.0)	(23.0, 25271.0)	(24.0, 33674.0)	(25.0, 42542.0)	(26.0, 52596.0)	(27.0, 65133.0)	(28.0, 79788.0)	(29.0, 98606.0)	(30.0, 121447.0)	(31.0, 151642.0)	(32.0, 194675.0)	(33.0, 234777.0)	(34.0, 213846.0)	(35.0, 107698.0)	(36.0, 19318.0)	(37.0, 362.0)										
SRR33075539_1	(13.0, 1.0)	(14.0, 3.0)	(15.0, 24.0)	(16.0, 36.0)	(17.0, 123.0)	(18.0, 487.0)	(19.0, 1449.0)	(20.0, 2655.0)	(21.0, 4022.0)	(22.0, 9278.0)	(23.0, 16385.0)	(24.0, 12552.0)	(25.0, 12208.0)	(26.0, 16558.0)	(27.0, 24561.0)	(28.0, 32993.0)	(29.0, 45300.0)	(30.0, 59087.0)	(31.0, 74726.0)	(32.0, 96805.0)	(33.0, 126860.0)	(34.0, 174105.0)	(35.0, 267045.0)	(36.0, 539393.0)	(37.0, 602229.0)											
SRR33075539_2	(6.0, 1.0)	(7.0, 4.0)	(8.0, 21.0)	(9.0, 17.0)	(10.0, 28.0)	(11.0, 40.0)	(12.0, 117.0)	(13.0, 193.0)	(14.0, 240.0)	(15.0, 461.0)	(16.0, 1297.0)	(17.0, 2729.0)	(18.0, 4168.0)	(19.0, 6506.0)	(20.0, 10365.0)	(21.0, 22272.0)	(22.0, 35138.0)	(23.0, 41272.0)	(24.0, 53277.0)	(25.0, 60246.0)	(26.0, 69614.0)	(27.0, 82099.0)	(28.0, 98014.0)	(29.0, 116915.0)	(30.0, 140333.0)	(31.0, 171378.0)	(32.0, 216206.0)	(33.0, 278135.0)	(34.0, 334263.0)	(35.0, 278359.0)	(36.0, 91739.0)	(37.0, 3438.0)				
SRR33075540_1	(13.0, 1.0)	(14.0, 6.0)	(15.0, 29.0)	(16.0, 45.0)	(17.0, 99.0)	(18.0, 368.0)	(19.0, 1116.0)	(20.0, 2055.0)	(21.0, 2951.0)	(22.0, 6603.0)	(23.0, 11159.0)	(24.0, 8758.0)	(25.0, 8966.0)	(26.0, 12021.0)	(27.0, 18174.0)	(28.0, 24163.0)	(29.0, 32322.0)	(30.0, 41671.0)	(31.0, 53219.0)	(32.0, 67893.0)	(33.0, 89389.0)	(34.0, 122194.0)	(35.0, 188437.0)	(36.0, 380716.0)	(37.0, 434020.0)											
SRR33075540_2	(7.0, 5.0)	(8.0, 10.0)	(9.0, 23.0)	(10.0, 31.0)	(11.0, 29.0)	(12.0, 59.0)	(13.0, 151.0)	(14.0, 226.0)	(15.0, 375.0)	(16.0, 1008.0)	(17.0, 1943.0)	(18.0, 2986.0)	(19.0, 4683.0)	(20.0, 7274.0)	(21.0, 15238.0)	(22.0, 25148.0)	(23.0, 30401.0)	(24.0, 38884.0)	(25.0, 43787.0)	(26.0, 50707.0)	(27.0, 59427.0)	(28.0, 70478.0)	(29.0, 83923.0)	(30.0, 101166.0)	(31.0, 123380.0)	(32.0, 154960.0)	(33.0, 199874.0)	(34.0, 237506.0)	(35.0, 192425.0)	(36.0, 58525.0)	(37.0, 1743.0)					
SRR33075541_1	(11.0, 1.0)	(12.0, 5.0)	(13.0, 8.0)	(14.0, 70.0)	(15.0, 129.0)	(16.0, 262.0)	(17.0, 301.0)	(18.0, 394.0)	(19.0, 452.0)	(20.0, 542.0)	(21.0, 571.0)	(22.0, 741.0)	(23.0, 928.0)	(24.0, 1155.0)	(25.0, 1499.0)	(26.0, 2215.0)	(27.0, 3068.0)	(28.0, 4151.0)	(29.0, 5756.0)	(30.0, 7587.0)	(31.0, 10514.0)	(32.0, 14268.0)	(33.0, 19653.0)	(34.0, 28639.0)	(35.0, 46812.0)	(36.0, 104516.0)	(37.0, 139127.0)									
SRR33075541_2	(10.0, 2.0)	(11.0, 17.0)	(12.0, 140.0)	(13.0, 595.0)	(14.0, 943.0)	(15.0, 696.0)	(16.0, 549.0)	(17.0, 657.0)	(18.0, 990.0)	(19.0, 1534.0)	(20.0, 2172.0)	(21.0, 3133.0)	(22.0, 4031.0)	(23.0, 4965.0)	(24.0, 6232.0)	(25.0, 7821.0)	(26.0, 10299.0)	(27.0, 13191.0)	(28.0, 16403.0)	(29.0, 21063.0)	(30.0, 26459.0)	(31.0, 33722.0)	(32.0, 46159.0)	(33.0, 64500.0)	(34.0, 74510.0)	(35.0, 45034.0)	(36.0, 7405.0)	(37.0, 142.0)								
SRR33075542_1	(12.0, 1.0)	(13.0, 3.0)	(14.0, 7.0)	(15.0, 42.0)	(16.0, 202.0)	(17.0, 439.0)	(18.0, 566.0)	(19.0, 735.0)	(20.0, 767.0)	(21.0, 918.0)	(22.0, 1156.0)	(23.0, 1457.0)	(24.0, 1527.0)	(25.0, 1980.0)	(26.0, 2735.0)	(27.0, 3746.0)	(28.0, 5026.0)	(29.0, 6935.0)	(30.0, 9275.0)	(31.0, 12694.0)	(32.0, 16954.0)	(33.0, 23385.0)	(34.0, 33655.0)	(35.0, 55211.0)	(36.0, 121714.0)	(37.0, 155338.0)										
SRR33075542_2	(11.0, 6.0)	(12.0, 76.0)	(13.0, 858.0)	(14.0, 1251.0)	(15.0, 826.0)	(16.0, 740.0)	(17.0, 956.0)	(18.0, 1394.0)	(19.0, 2128.0)	(20.0, 3210.0)	(21.0, 4522.0)	(22.0, 5463.0)	(23.0, 6383.0)	(24.0, 8280.0)	(25.0, 10534.0)	(26.0, 13105.0)	(27.0, 16611.0)	(28.0, 20753.0)	(29.0, 25909.0)	(30.0, 32414.0)	(31.0, 41680.0)	(32.0, 57005.0)	(33.0, 76484.0)	(34.0, 79505.0)	(35.0, 40378.0)	(36.0, 5888.0)	(37.0, 109.0)									
SRR33075543_1	(14.0, 3.0)	(15.0, 14.0)	(16.0, 124.0)	(17.0, 308.0)	(18.0, 495.0)	(19.0, 571.0)	(20.0, 581.0)	(21.0, 656.0)	(22.0, 722.0)	(23.0, 1027.0)	(24.0, 1318.0)	(25.0, 1823.0)	(26.0, 2618.0)	(27.0, 3700.0)	(28.0, 4938.0)	(29.0, 6904.0)	(30.0, 9499.0)	(31.0, 12284.0)	(32.0, 16620.0)	(33.0, 23282.0)	(34.0, 33337.0)	(35.0, 54947.0)	(36.0, 121041.0)	(37.0, 149980.0)												
SRR33075543_2	(11.0, 3.0)	(12.0, 34.0)	(13.0, 635.0)	(14.0, 1016.0)	(15.0, 740.0)	(16.0, 679.0)	(17.0, 914.0)	(18.0, 1249.0)	(19.0, 1942.0)	(20.0, 2778.0)	(21.0, 3915.0)	(22.0, 5035.0)	(23.0, 6174.0)	(24.0, 7914.0)	(25.0, 10068.0)	(26.0, 12685.0)	(27.0, 16020.0)	(28.0, 19973.0)	(29.0, 25159.0)	(30.0, 31280.0)	(31.0, 40868.0)	(32.0, 54848.0)	(33.0, 74412.0)	(34.0, 79233.0)	(35.0, 42947.0)	(36.0, 6179.0)	(37.0, 92.0)									
SRR33075544_1	(13.0, 1.0)	(14.0, 3.0)	(15.0, 7.0)	(16.0, 85.0)	(17.0, 201.0)	(18.0, 314.0)	(19.0, 406.0)	(20.0, 542.0)	(21.0, 706.0)	(22.0, 1016.0)	(23.0, 1291.0)	(24.0, 1351.0)	(25.0, 1691.0)	(26.0, 2264.0)	(27.0, 3304.0)	(28.0, 4436.0)	(29.0, 6177.0)	(30.0, 8237.0)	(31.0, 10665.0)	(32.0, 14588.0)	(33.0, 20447.0)	(34.0, 29408.0)	(35.0, 48780.0)	(36.0, 107916.0)	(37.0, 133779.0)											
SRR33075544_2	(11.0, 4.0)	(12.0, 25.0)	(13.0, 395.0)	(14.0, 642.0)	(15.0, 558.0)	(16.0, 515.0)	(17.0, 701.0)	(18.0, 1020.0)	(19.0, 1559.0)	(20.0, 2444.0)	(21.0, 3580.0)	(22.0, 4156.0)	(23.0, 4998.0)	(24.0, 6662.0)	(25.0, 8318.0)	(26.0, 10418.0)	(27.0, 13229.0)	(28.0, 16770.0)	(29.0, 21493.0)	(30.0, 27007.0)	(31.0, 34683.0)	(32.0, 47688.0)	(33.0, 66161.0)	(34.0, 73976.0)	(35.0, 43707.0)	(36.0, 6817.0)	(37.0, 89.0)									
SRR33075545_1	(12.0, 4.0)	(13.0, 22.0)	(14.0, 58.0)	(15.0, 132.0)	(16.0, 243.0)	(17.0, 349.0)	(18.0, 494.0)	(19.0, 471.0)	(20.0, 601.0)	(21.0, 721.0)	(22.0, 938.0)	(23.0, 1238.0)	(24.0, 1413.0)	(25.0, 1938.0)	(26.0, 2615.0)	(27.0, 3908.0)	(28.0, 5288.0)	(29.0, 7246.0)	(30.0, 9595.0)	(31.0, 13118.0)	(32.0, 17812.0)	(33.0, 24093.0)	(34.0, 35020.0)	(35.0, 58107.0)	(36.0, 128737.0)	(37.0, 164142.0)										
SRR33075545_2	(11.0, 6.0)	(12.0, 129.0)	(13.0, 687.0)	(14.0, 986.0)	(15.0, 749.0)	(16.0, 650.0)	(17.0, 823.0)	(18.0, 1263.0)	(19.0, 1909.0)	(20.0, 2706.0)	(21.0, 3960.0)	(22.0, 5137.0)	(23.0, 6229.0)	(24.0, 8051.0)	(25.0, 10339.0)	(26.0, 12949.0)	(27.0, 16437.0)	(28.0, 20573.0)	(29.0, 26232.0)	(30.0, 32720.0)	(31.0, 42099.0)	(32.0, 57702.0)	(33.0, 80031.0)	(34.0, 86571.0)	(35.0, 49291.0)	(36.0, 9736.0)	(37.0, 338.0)									
SRR33075546_1	(13.0, 3.0)	(14.0, 6.0)	(15.0, 39.0)	(16.0, 163.0)	(17.0, 371.0)	(18.0, 562.0)	(19.0, 567.0)	(20.0, 653.0)	(21.0, 843.0)	(22.0, 1086.0)	(23.0, 1407.0)	(24.0, 1470.0)	(25.0, 1837.0)	(26.0, 2363.0)	(27.0, 3457.0)	(28.0, 4750.0)	(29.0, 6415.0)	(30.0, 8594.0)	(31.0, 11450.0)	(32.0, 15579.0)	(33.0, 21034.0)	(34.0, 30659.0)	(35.0, 50029.0)	(36.0, 109837.0)	(37.0, 134793.0)											
SRR33075546_2	(11.0, 4.0)	(12.0, 49.0)	(13.0, 740.0)	(14.0, 1088.0)	(15.0, 730.0)	(16.0, 599.0)	(17.0, 821.0)	(18.0, 1163.0)	(19.0, 1928.0)	(20.0, 2723.0)	(21.0, 3904.0)	(22.0, 4691.0)	(23.0, 5474.0)	(24.0, 7248.0)	(25.0, 8984.0)	(26.0, 11599.0)	(27.0, 14216.0)	(28.0, 18227.0)	(29.0, 22684.0)	(30.0, 28663.0)	(31.0, 36527.0)	(32.0, 49501.0)	(33.0, 67877.0)	(34.0, 72534.0)	(35.0, 39518.0)	(36.0, 6335.0)	(37.0, 140.0)									
SRR33075547_1	(13.0, 1.0)	(14.0, 1.0)	(15.0, 14.0)	(16.0, 28.0)	(17.0, 122.0)	(18.0, 589.0)	(19.0, 1796.0)	(20.0, 2839.0)	(21.0, 3301.0)	(22.0, 5282.0)	(23.0, 8211.0)	(24.0, 8000.0)	(25.0, 9736.0)	(26.0, 14409.0)	(27.0, 21842.0)	(28.0, 28412.0)	(29.0, 38257.0)	(30.0, 49075.0)	(31.0, 62515.0)	(32.0, 81095.0)	(33.0, 106059.0)	(34.0, 145790.0)	(35.0, 225551.0)	(36.0, 454511.0)	(37.0, 509451.0)											
SRR33075547_2	(7.0, 7.0)	(8.0, 15.0)	(9.0, 27.0)	(10.0, 43.0)	(11.0, 42.0)	(12.0, 82.0)	(13.0, 199.0)	(14.0, 260.0)	(15.0, 419.0)	(16.0, 1022.0)	(17.0, 2101.0)	(18.0, 3213.0)	(19.0, 4569.0)	(20.0, 7408.0)	(21.0, 12818.0)	(22.0, 21722.0)	(23.0, 32635.0)	(24.0, 43307.0)	(25.0, 49198.0)	(26.0, 57051.0)	(27.0, 67697.0)	(28.0, 81283.0)	(29.0, 96898.0)	(30.0, 117172.0)	(31.0, 143185.0)	(32.0, 181213.0)	(33.0, 234892.0)	(34.0, 287530.0)	(35.0, 246879.0)	(36.0, 81329.0)	(37.0, 2671.0)					
SRR33075548_1	(12.0, 7.0)	(13.0, 16.0)	(14.0, 46.0)	(15.0, 83.0)	(16.0, 90.0)	(17.0, 118.0)	(18.0, 188.0)	(19.0, 580.0)	(20.0, 3911.0)	(21.0, 8183.0)	(22.0, 10006.0)	(23.0, 16346.0)	(24.0, 15484.0)	(25.0, 8631.0)	(26.0, 5029.0)	(27.0, 4744.0)	(28.0, 5875.0)	(29.0, 7700.0)	(30.0, 10231.0)	(31.0, 13775.0)	(32.0, 18803.0)	(33.0, 25710.0)	(34.0, 38488.0)	(35.0, 64130.0)	(36.0, 145723.0)	(37.0, 154327.0)										
SRR33075548_2	(7.0, 1.0)	(8.0, 9.0)	(9.0, 7.0)	(10.0, 9.0)	(11.0, 16.0)	(12.0, 54.0)	(13.0, 101.0)	(14.0, 149.0)	(15.0, 212.0)	(16.0, 322.0)	(17.0, 582.0)	(18.0, 1396.0)	(19.0, 6893.0)	(20.0, 12001.0)	(21.0, 14357.0)	(22.0, 25176.0)	(23.0, 12609.0)	(24.0, 7584.0)	(25.0, 8157.0)	(26.0, 10227.0)	(27.0, 13104.0)	(28.0, 16871.0)	(29.0, 21786.0)	(30.0, 27590.0)	(31.0, 35577.0)	(32.0, 47495.0)	(33.0, 66967.0)	(34.0, 94792.0)	(35.0, 98232.0)	(36.0, 34890.0)	(37.0, 1058.0)					
SRR33075549_1	(14.0, 2.0)	(15.0, 16.0)	(16.0, 36.0)	(17.0, 98.0)	(18.0, 231.0)	(19.0, 732.0)	(20.0, 5222.0)	(21.0, 11188.0)	(22.0, 14386.0)	(23.0, 23713.0)	(24.0, 22980.0)	(25.0, 12109.0)	(26.0, 6322.0)	(27.0, 5101.0)	(28.0, 5864.0)	(29.0, 7303.0)	(30.0, 10028.0)	(31.0, 13152.0)	(32.0, 17823.0)	(33.0, 25187.0)	(34.0, 36332.0)	(35.0, 60900.0)	(36.0, 135834.0)	(37.0, 144665.0)												
SRR33075549_2	(7.0, 3.0)	(8.0, 5.0)	(9.0, 12.0)	(10.0, 9.0)	(11.0, 10.0)	(12.0, 50.0)	(13.0, 101.0)	(14.0, 122.0)	(15.0, 186.0)	(16.0, 366.0)	(17.0, 762.0)	(18.0, 2123.0)	(19.0, 10170.0)	(20.0, 16858.0)	(21.0, 21406.0)	(22.0, 36079.0)	(23.0, 16268.0)	(24.0, 8729.0)	(25.0, 8664.0)	(26.0, 10792.0)	(27.0, 13768.0)	(28.0, 17704.0)	(29.0, 22551.0)	(30.0, 28339.0)	(31.0, 35824.0)	(32.0, 47434.0)	(33.0, 66516.0)	(34.0, 89790.0)	(35.0, 80533.0)	(36.0, 23280.0)	(37.0, 770.0)					
SRR33075550_1	(14.0, 2.0)	(15.0, 9.0)	(16.0, 18.0)	(17.0, 42.0)	(18.0, 117.0)	(19.0, 340.0)	(20.0, 2380.0)	(21.0, 4740.0)	(22.0, 5636.0)	(23.0, 9084.0)	(24.0, 8433.0)	(25.0, 5315.0)	(26.0, 3916.0)	(27.0, 4404.0)	(28.0, 5852.0)	(29.0, 7730.0)	(30.0, 10444.0)	(31.0, 14476.0)	(32.0, 19621.0)	(33.0, 27502.0)	(34.0, 40226.0)	(35.0, 67129.0)	(36.0, 149503.0)	(37.0, 151133.0)												
SRR33075550_2	(7.0, 3.0)	(8.0, 5.0)	(9.0, 6.0)	(10.0, 16.0)	(11.0, 17.0)	(12.0, 41.0)	(13.0, 73.0)	(14.0, 105.0)	(15.0, 154.0)	(16.0, 308.0)	(17.0, 670.0)	(18.0, 1440.0)	(19.0, 4971.0)	(20.0, 7761.0)	(21.0, 9354.0)	(22.0, 14830.0)	(23.0, 8805.0)	(24.0, 7460.0)	(25.0, 9087.0)	(26.0, 11490.0)	(27.0, 14833.0)	(28.0, 18956.0)	(29.0, 23981.0)	(30.0, 30622.0)	(31.0, 39271.0)	(32.0, 51176.0)	(33.0, 71618.0)	(34.0, 96449.0)	(35.0, 88525.0)	(36.0, 25501.0)	(37.0, 524.0)					
SRR33075551_1	(13.0, 1.0)	(14.0, 5.0)	(15.0, 22.0)	(16.0, 31.0)	(17.0, 59.0)	(18.0, 179.0)	(19.0, 587.0)	(20.0, 3719.0)	(21.0, 7801.0)	(22.0, 9963.0)	(23.0, 15809.0)	(24.0, 15096.0)	(25.0, 8453.0)	(26.0, 5005.0)	(27.0, 4732.0)	(28.0, 5906.0)	(29.0, 7662.0)	(30.0, 10414.0)	(31.0, 13958.0)	(32.0, 19049.0)	(33.0, 26268.0)	(34.0, 38142.0)	(35.0, 63394.0)	(36.0, 141587.0)	(37.0, 142228.0)											
SRR33075551_2	(8.0, 4.0)	(9.0, 8.0)	(10.0, 13.0)	(11.0, 12.0)	(12.0, 40.0)	(13.0, 66.0)	(14.0, 71.0)	(15.0, 135.0)	(16.0, 279.0)	(17.0, 645.0)	(18.0, 1487.0)	(19.0, 6900.0)	(20.0, 11889.0)	(21.0, 14366.0)	(22.0, 24333.0)	(23.0, 11483.0)	(24.0, 7435.0)	(25.0, 8121.0)	(26.0, 10182.0)	(27.0, 13255.0)	(28.0, 17114.0)	(29.0, 21872.0)	(30.0, 27875.0)	(31.0, 35544.0)	(32.0, 47104.0)	(33.0, 66087.0)	(34.0, 91850.0)	(35.0, 91219.0)	(36.0, 29961.0)	(37.0, 720.0)						
SRR33075552_1	(12.0, 2.0)	(13.0, 17.0)	(14.0, 39.0)	(15.0, 72.0)	(16.0, 83.0)	(17.0, 67.0)	(18.0, 127.0)	(19.0, 322.0)	(20.0, 1589.0)	(21.0, 3229.0)	(22.0, 4192.0)	(23.0, 7193.0)	(24.0, 6848.0)	(25.0, 4637.0)	(26.0, 3357.0)	(27.0, 3573.0)	(28.0, 4793.0)	(29.0, 6591.0)	(30.0, 8972.0)	(31.0, 11979.0)	(32.0, 16315.0)	(33.0, 22623.0)	(34.0, 32871.0)	(35.0, 54700.0)	(36.0, 124307.0)	(37.0, 132629.0)										
